a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,p16,r17,s18,t19,u20,v21,w22,x23,y24,z25,aa26,bb27,cc28,dd29,ee30,ff31,gg32,hh33,ii34,jj35,kk36,ll37,mm38,nn39,oo40,pp41,qq42,rr43,ss44,tt45,uu46,vv47,ww48,xx49,yy50,zz51,aaa52,bbb53,ccc54,ddd55,eee66,
playercard_challenge,CHALLENGE_GAMEMODE_SUPERIOR_HP,playercard_challenge_gamemodes_superior_iii_hp,0,playercard_challenge_gamemodes_superior_iii_hp,,,,,,0,0,0,0,0,0,0,0,0x280006D,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1294,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_SUPERIOR_CONF,playercard_challenge_gamemodes_superior_iii_kc,0,playercard_challenge_gamemodes_superior_iii_kc,,,,,,0,0,0,0,0,0,0,0,0x280006E,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1295,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_SUPERIOR_SD,playercard_challenge_gamemodes_superior_iii_s_d,0,playercard_challenge_gamemodes_superior_iii_s_d,,,,,,0,0,0,0,0,0,0,0,0x280006B,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1296,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_SUPERIOR_TDM,playercard_challenge_gamemodes_superior_iii_tdm,0,playercard_challenge_gamemodes_superior_iii_tdm,,,,,,0,0,0,0,0,0,0,0,0x2800068,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1297,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_SUPERIOR_BALL,playercard_challenge_gamemodes_superior_iii_uplink,0,playercard_challenge_gamemodes_superior_iii_uplink,,,,,,0,0,0,0,0,0,0,0,0x280006F,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1298,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_SUPERIOR_WARRAID,playercard_challenge_gamemodes_superior_iii_war,0,playercard_challenge_gamemodes_superior_iii_war,,,,,,0,0,0,0,0,0,0,0,0x2800070,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1299,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_MASTERY_TDM,playercard_challenge_gamemodes_tdm_mastery,0,playercard_challenge_gamemodes_tdm_mastery,,,,,,0,0,0,0,0,0,0,0,0x2800073,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1300,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_MASTERY_BALL,playercard_challenge_gamemodes_uplink_mastery,0,playercard_challenge_gamemodes_uplink_mastery,,,,,,0,0,0,0,0,0,0,0,0x2800074,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1301,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_VETERAN_CTF,playercard_challenge_gamemodes_veteran_iii_ctf,0,playercard_challenge_gamemodes_veteran_iii_ctf,,,,,,0,0,0,0,0,0,0,0,0x2800079,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1302,,,,,,Gold,
playercard_challenge,LOOT_GAMEMODES_VETERAN_III_DEMO_PLAYERCARD,playercard_challenge_gamemodes_veteran_iii_demo,0,playercard_challenge_gamemodes_veteran_iii_demo,,,,,,0,0,0,0,0,0,0,0,0x280007F,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1303,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_VETERAN_DOM,playercard_challenge_gamemodes_veteran_iii_dom,0,playercard_challenge_gamemodes_veteran_iii_dom,,,,,,0,0,0,0,0,0,0,0,0x2800077,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1304,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_VETERAN_FFA,playercard_challenge_gamemodes_veteran_iii_free_for_all,0,playercard_challenge_gamemodes_veteran_iii_free_for_all,,,,,,0,0,0,0,0,0,0,0,0x2800076,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1305,,,,,,Gold,
playercard_challenge,LOOT_GAMEMODES_VETERAN_III_GUN_GAME_PLAYERCARD,playercard_challenge_gamemodes_veteran_iii_gun_game,0,playercard_challenge_gamemodes_veteran_iii_gun_game,,,,,,0,0,0,0,0,0,0,0,0x280007E,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1306,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_VETERAN_HP,playercard_challenge_gamemodes_veteran_iii_hp,0,playercard_challenge_gamemodes_veteran_iii_hp,,,,,,0,0,0,0,0,0,0,0,0x280007A,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1307,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_VETERAN_CONF,playercard_challenge_gamemodes_veteran_iii_kc,0,playercard_challenge_gamemodes_veteran_iii_kc,,,,,,0,0,0,0,0,0,0,0,0x280007B,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1308,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_VETERAN_SD,playercard_challenge_gamemodes_veteran_iii_s_d,0,playercard_challenge_gamemodes_veteran_iii_s_d,,,,,,0,0,0,0,0,0,0,0,0x2800078,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1309,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_VETERAN_TDM,playercard_challenge_gamemodes_veteran_iii_tdm,0,playercard_challenge_gamemodes_veteran_iii_tdm,,,,,,0,0,0,0,0,0,0,0,0x2800075,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1310,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_VETERAN_BALL,playercard_challenge_gamemodes_veteran_iii_uplink,0,playercard_challenge_gamemodes_veteran_iii_uplink,,,,,,0,0,0,0,0,0,0,0,0x280007C,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1311,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_VETERAN_WARRAID,playercard_challenge_gamemodes_veteran_iii_war,0,playercard_challenge_gamemodes_veteran_iii_war,,,,,,0,0,0,0,0,0,0,0,0x280007D,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1312,,,,,,Gold,
playercard_challenge,CHALLENGE_GAMEMODE_MASTERY_WARRAID,playercard_challenge_gamemodes_war_mastery,0,playercard_challenge_gamemodes_war_mastery,,,,,,0,0,0,0,0,0,0,0,0x2800080,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1313,,,,,,Gold,
playercard_challenge,CHALLENGE_VICTORIES_CAREERWINS,playercard_challenge_gamevictory_career_wins,0,playercard_challenge_gamevictory_career_wins,,,,,,0,0,0,0,0,0,0,0,0x2800082,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1314,,,,,,Gold,
playercard_challenge,CHALLENGE_VICTORIES_CTFWINS,playercard_challenge_gamevictory_ctf_wins,0,playercard_challenge_gamevictory_ctf_wins,,,,,,0,0,0,0,0,0,0,0,0x2800083,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1315,,,,,,Gold,
playercard_challenge,LOOT_GAMEVICTORY_DEMO_WINS_PLAYERCARD,playercard_challenge_gamevictory_demo_wins,0,playercard_challenge_gamevictory_demo_wins,,,,,,0,0,0,0,0,0,0,0,0x2800087,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1316,,,,,,Gold,
playercard_challenge,CHALLENGE_VICTORIES_DOMWINS,playercard_challenge_gamevictory_dom_wins,0,playercard_challenge_gamevictory_dom_wins,,,,,,0,0,0,0,0,0,0,0,0x2800084,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1317,,,,,,Gold,
playercard_challenge,CHALLENGE_VICTORIES_DMWINS,playercard_challenge_gamevictory_ffa_wins,0,playercard_challenge_gamevictory_ffa_wins,,,,,,0,0,0,0,0,0,0,0,0x2800085,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1318,,,,,,Gold,
playercard_challenge,CHALLENGE_VICTORIES_HPWINS,playercard_challenge_gamevictory_hp_wins,0,playercard_challenge_gamevictory_hp_wins,,,,,,0,0,0,0,0,0,0,0,0x2800086,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1319,,,,,,Gold,
playercard_challenge,CHALLENGE_VICTORIES_CONFWINS,playercard_challenge_gamevictory_kc_wins,0,playercard_challenge_gamevictory_kc_wins,,,,,,0,0,0,0,0,0,0,0,0x2800088,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1320,,,,,,Gold,
playercard_challenge,CHALLENGE_VICTORIES_SDWINS,playercard_challenge_gamevictory_sd_wins,0,playercard_challenge_gamevictory_sd_wins,,,,,,0,0,0,0,0,0,0,0,0x2800089,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1321,,,,,,Gold,
playercard_challenge,CHALLENGE_VICTORIES_WARWINS,playercard_challenge_gamevictory_tdm_wins,0,playercard_challenge_gamevictory_tdm_wins,,,,,,0,0,0,0,0,0,0,0,0x280008A,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1322,,,,,,Gold,
playercard_challenge,CHALLENGE_VICTORIES_BALLWINS,playercard_challenge_gamevictory_uplink_wins,0,playercard_challenge_gamevictory_uplink_wins,,,,,,0,0,0,0,0,0,0,0,0x280008B,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1323,,,,,,Gold,
playercard_challenge,CHALLENGE_VICTORIES_WARRAIDWINS,playercard_challenge_gamevictory_war_wins,0,playercard_challenge_gamevictory_war_wins,,,,,,0,0,0,0,0,0,0,0,0x280008C,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1324,,,,,,Gold,
playercard_challenge,CHALLENGE_SCORESTREAK_MISSILESTRIKE,playercard_challenge_grnd_assault_artillery_barrage_kills_iv,0,playercard_challenge_grnd_assault_artillery_barrage_kills_iv,,,,,,0,0,0,0,0,0,0,0,0x280008E,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1325,,,,,,Gold,
playercard_challenge,CHALLENGE_SCORESTREAK_FLAMETHROWER,playercard_challenge_grnd_assault_flamethrower_kills_iv,0,playercard_challenge_grnd_assault_flamethrower_kills_iv,,,,,,0,0,0,0,0,0,0,0,0x280008F,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1326,,,,,,Gold,
playercard_challenge,CHALLENGE_SCORESTREAK_MOLOTOVS,playercard_challenge_grnd_assault_molotov_cocktails_kills_iv,0,playercard_challenge_grnd_assault_molotov_cocktails_kills_iv,,,,,,0,0,0,0,0,0,0,0,0x2800090,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1327,,,,,,Gold,
playercard_challenge,CHALLENGE_SCORESTREAK_MORTARSTRIKE,playercard_challenge_grnd_assault_mortar_strike_kills_iv,0,playercard_challenge_grnd_assault_mortar_strike_kills_iv,,,,,,0,0,0,0,0,0,0,0,0x2800091,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1328,,,,,,Gold,
playercard_challenge,CHALLENGE_SCORESTREAK_PARATROOPERS,playercard_challenge_grnd_assault_paratroopers_kills_iv,0,playercard_challenge_grnd_assault_paratroopers_kills_iv,,,,,,0,0,0,0,0,0,0,0,0x2800092,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1329,,,,,,Gold,
playercard_challenge,CHALLENGE_SCORESTREAK_GROUNDASSAULTMASTERY,playercard_challenge_ground_assault_master,0,playercard_challenge_ground_assault_master,,,,,,0,0,0,0,0,0,0,0,0x280008D,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1330,,,,,,Gold,
playercard_challenge,CHALLENGE_HQ_MASTERY,playercard_challenge_headquarters_mastery,0,playercard_challenge_headquarters_mastery,,,,,,0,0,0,0,0,0,0,0,0x2800093,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1331,,,,,,Gold,
playercard_challenge,CHALLENGE_CAREER_HEADSHOTS,playercard_challenge_headshots,0,playercard_challenge_headshots,,,,,,0,0,0,0,0,0,0,0,0x2800022,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1332,,,,,,Gold,
playercard_challenge,CHALLENGE_HQ_DAILY,playercard_challenge_hq_daily_grind_5,0,playercard_challenge_hq_daily_grind_5,,,,,,0,0,0,0,0,0,0,0,0x2800095,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1333,,,,,,Gold,
playercard_challenge,CHALLENGE_HQ_FALLS,playercard_challenge_hq_fall_guy_3,0,playercard_challenge_hq_fall_guy_3,,,,,,0,0,0,0,0,0,0,0,0x2800096,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1334,,,,,,Gold,
playercard_challenge,CHALLENGE_HQ_AAGUN,playercard_challenge_hq_giving_them_flak_5,0,playercard_challenge_hq_giving_them_flak_5,,,,,,0,0,0,0,0,0,0,0,0x2800097,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1335,,,,,,Gold,
playercard_challenge,CHALLENGE_HQ_BALLS,playercard_challenge_hq_hidden_balls,0,playercard_challenge_hq_hidden_balls,,,,,,0,0,0,0,0,0,0,0,0x2800094,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1336,,,,,,Gold,
playercard_challenge,CHALLENGE_HQ_FIRINGRANGE,playercard_challenge_hq_home_on_the_range,0,playercard_challenge_hq_home_on_the_range,,,,,,0,0,0,0,0,0,0,0,0x2800098,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1337,,,,,,Gold,
playercard_challenge,CHALLENGE_HQ_1V1,playercard_challenge_hq_lord_of_the_pit_5,0,playercard_challenge_hq_lord_of_the_pit_5,,,,,,0,0,0,0,0,0,0,0,0x2800099,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1338,,,,,,Gold,
playercard_challenge,LOOT_HQ_PASS_THE_POPCORN_3_PLAYERCARD,playercard_challenge_hq_pass_the_popcorn_3,0,playercard_challenge_hq_pass_the_popcorn_3,,,,,,0,0,0,0,0,0,0,0,0x280009A,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1339,,,,,,Gold,
playercard_challenge,LOOT_HQ_POWER_IN_NUMBERS_5_PLAYERCARD,playercard_challenge_hq_power_in_numbers_5,0,playercard_challenge_hq_power_in_numbers_5,,,,,,0,0,0,0,0,0,0,0,0x280009B,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1340,,,,,,Gold,
playercard_challenge,CHALLENGE_HQ_SEQUENCES,playercard_challenge_hq_sequential_3,0,playercard_challenge_hq_sequential_3,,,,,,0,0,0,0,0,0,0,0,0x280009C,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1341,,,,,,Gold,
playercard_challenge,CHALLENGE_HQ_WEEKLY,playercard_challenge_hq_weekly_grind_3,0,playercard_challenge_hq_weekly_grind_3,,,,,,0,0,0,0,0,0,0,0,0x280009D,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1342,,,,,,Gold,
playercard_challenge,CHALLENGE_HUMILIATION_BACKFIRE,playercard_challenge_hum_backfire,0,playercard_challenge_hum_backfire,,,,,,0,0,0,0,0,0,0,0,0x280009F,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1343,,,,,,Gold,
playercard_challenge,CHALLENGE_HUMILIATION_BLUNTTRAUMA,playercard_challenge_hum_blunt_trauma,0,playercard_challenge_hum_blunt_trauma,,,,,,0,0,0,0,0,0,0,0,0x28000A0,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1344,,,,,,Gold,
playercard_challenge,CHALLENGE_HUMILIATION_FROMGRAVE,playercard_challenge_hum_from_the_grave,0,playercard_challenge_hum_from_the_grave,,,,,,0,0,0,0,0,0,0,0,0x28000A1,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1345,,,,,,Gold,
playercard_challenge,CHALLENGE_HUMILIATION_HEARTBREAKER,playercard_challenge_hum_heartbreaker,0,playercard_challenge_hum_heartbreaker,,,,,,0,0,0,0,0,0,0,0,0x28000A2,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1346,,,,,,Gold,
playercard_challenge,CHALLENGE_HUMILIATION_HIGHVALUE,playercard_challenge_hum_high_value_target,0,playercard_challenge_hum_high_value_target,,,,,,0,0,0,0,0,0,0,0,0x28000A3,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1347,,,,,,Gold,
playercard_challenge,CHALLENGE_HUMILIATION_SNACKATTACK,playercard_challenge_hum_sneak_attack,0,playercard_challenge_hum_sneak_attack,,,,,,0,0,0,0,0,0,0,0,0x28000A4,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1348,,,,,,Gold,
playercard_challenge,CHALLENGE_HUMILIATION_STICKY,playercard_challenge_hum_sticky_bomber,0,playercard_challenge_hum_sticky_bomber,,,,,,0,0,0,0,0,0,0,0,0x28000A5,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1349,,,,,,Gold,
playercard_challenge,CHALLENGE_HUMILIATION_UNFORGIVING,playercard_challenge_hum_unforgiving,0,playercard_challenge_hum_unforgiving,,,,,,0,0,0,0,0,0,0,0,0x28000A6,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1350,,,,,,Gold,
playercard_challenge,CHALLENGE_HUMILIATION_MASTERY,playercard_challenge_humiliation_mastery,0,playercard_challenge_humiliation_mastery,,,,,,0,0,0,0,0,0,0,0,0x280009E,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1351,,,,,,Gold,
playercard_challenge,CHALLENGE_INFANTRY_MASTERY,playercard_challenge_infantry_mastery,0,playercard_challenge_infantry_mastery,,,,,,0,0,0,0,0,0,0,0,0x2800047,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1352,,,,,,Gold,
playercard_challenge,CHALLENGE_KILLER_BLOODTHIRSTY,playercard_challenge_killer_bloodthirsty_killer,0,playercard_challenge_killer_bloodthirsty_killer,,,,,,0,0,0,0,0,0,0,0,0x28000A8,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1353,,,,,,Gold,
playercard_challenge,CHALLENGE_KILLER_DOUBLEKILL,playercard_challenge_killer_double_killer,0,playercard_challenge_killer_double_killer,,,,,,0,0,0,0,0,0,0,0,0x28000A9,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1354,,,,,,Gold,
playercard_challenge,CHALLENGE_KILLER_FEEDGREED,playercard_challenge_killer_feed_greed,0,playercard_challenge_killer_feed_greed,,,,,,0,0,0,0,0,0,0,0,0x28000AA,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1355,,,,,,Gold,
playercard_challenge,CHALLENGE_KILLER_MASTERY,playercard_challenge_killer_mastery,0,playercard_challenge_killer_mastery,,,,,,0,0,0,0,0,0,0,0,0x28000A7,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1356,,,,,,Gold,
playercard_challenge,CHALLENGE_KILLER_MERCILESS,playercard_challenge_killer_merciless_killer,0,playercard_challenge_killer_merciless_killer,,,,,,0,0,0,0,0,0,0,0,0x28000AB,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1357,,,,,,Gold,
playercard_challenge,CHALLENGE_KILLER_RUTHLESS,playercard_challenge_killer_ruthless_killer,0,playercard_challenge_killer_ruthless_killer,,,,,,0,0,0,0,0,0,0,0,0x28000AC,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1358,,,,,,Gold,
playercard_challenge,CHALLENGE_KILLER_TRIPLEKILL,playercard_challenge_killer_triple_killer,0,playercard_challenge_killer_triple_killer,,,,,,0,0,0,0,0,0,0,0,0x28000AD,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1359,,,,,,Gold,
playercard_challenge,CHALLENGE_LETHALS_MASTERY,playercard_challenge_lethals_mastery,0,playercard_challenge_lethals_mastery,,,,,,0,0,0,0,0,0,0,0,0x28000AE,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1360,,,,,,Gold,
playercard_challenge,CHALLENGE_CLASS_KILLS_HEAVY,playercard_challenge_lmg_kills,0,playercard_challenge_lmg_kills,,,,,,0,0,0,0,0,0,0,0,0x2800023,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1361,,,,,,Gold,
playercard_challenge,CHALLENGE_MTX11_MARKSMAN_AUSTEN_MP,playercard_challenge_marksman_austensmg,0,playercard_challenge_marksman_austensmg,,,,,,0,0,0,0,0,0,0,0,0x280012D,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,13294,,,,,,MTX11,
playercard_challenge,CHALLENGE_MTX6_MARKSMAN_AVS36_MP,playercard_challenge_marksman_avs36,0,playercard_challenge_marksman_avs36,,,,,,0,0,0,0,0,0,0,0,0x2800110,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,10101,,,,,,MTX6,
playercard_challenge,CHALLENGE_MARKSMAN_BAR_MP,playercard_challenge_marksman_bar,0,playercard_challenge_marksman_bar,,,,,,0,0,0,0,0,0,0,0,0x28000B3,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1363,,,,,,Gold,
playercard_challenge,CHALLENGE_MARKSMAN_BAZOOKA_MP,playercard_challenge_marksman_bazooka,0,playercard_challenge_marksman_bazooka,,,,,,0,0,0,0,0,0,0,0,0x28000B4,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1364,,,,,,Gold,
playercard_challenge,CHALLENGE_MTX12_MARKSMAN_BECHOWIEC_MP,playercard_challenge_marksman_bechowiec,0,playercard_challenge_marksman_bechowiec,,,,,,0,0,0,0,0,0,0,0,0x2800131,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,13295,,,,,,MTX12,
playercard_challenge,CHALLENGE_MTX2_MARKSMAN_BERETTA_MP,playercard_challenge_marksman_berettamodel38,0,playercard_challenge_marksman_berettamodel38,,,,,,0,0,0,0,0,0,0,0,0x28000B5,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1365,,,,,,MTX2,
playercard_challenge,CHALLENGE_MTX5_MARKSMAN_BLUNDERBUSS_MP,playercard_challenge_marksman_blunderbuss,0,playercard_challenge_marksman_blunderbuss,,,,,,0,0,0,0,0,0,0,0,0x28000B6,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1366,,,,,,MTX5,
playercard_challenge,CHALLENGE_MTX10_MARKSMAN_BLYSKAWICA_MP,playercard_challenge_marksman_blyskawic,0,playercard_challenge_marksman_blyskawic,,,,,,0,0,0,0,0,0,0,0,0x2800127,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,13296,,,,,,MTX10,
playercard_challenge,CHALLENGE_MTX1_MARKSMAN_BREDA30_MP,playercard_challenge_marksman_breda30,0,playercard_challenge_marksman_breda30,,,,,,0,0,0,0,0,0,0,0,0x28000B7,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1367,,,,,,MTX1,
playercard_challenge,CHALLENGE_MTX4_MARKSMAN_M1935_MP,playercard_challenge_marksman_bredam1935,0,playercard_challenge_marksman_bredam1935,,,,,,0,0,0,0,0,0,0,0,0x2800104,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,6953,,,,,,MTX4,
playercard_challenge,CHALLENGE_MARKSMAN_BREN_MP,playercard_challenge_marksman_bren,0,playercard_challenge_marksman_bren,,,,,,0,0,0,0,0,0,0,0,0x28000B8,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1368,,,,,,Gold,
playercard_challenge,CHALLENGE_MTX9_MARKSMAN_CHARLTON_MP,playercard_challenge_marksman_charlton,0,playercard_challenge_marksman_charlton,,,,,,0,0,0,0,0,0,0,0,0x2800122,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,12821,,,,,,MTX9,
playercard_challenge,CHALLENGE_MTX11_MARKSMAN_CHATELLEROULT_MP,playercard_challenge_marksman_chatellerault,0,playercard_challenge_marksman_chatellerault,,,,,,0,0,0,0,0,0,0,0,0x280012E,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,13297,,,,,,MTX11,
playercard_challenge,CHALLENGE_MTX9_MARKSMAN_DP28_MP,playercard_challenge_marksman_crossbow,0,playercard_challenge_marksman_crossbow,,,,,,0,0,0,0,0,0,0,0,0x2800125,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,12987,,,,,,MTX9,
playercard_challenge,CHALLENGE_MTX6_MARKSMAN_DELISLE_MP,playercard_challenge_marksman_delislecarbine,0,playercard_challenge_marksman_delislecarbine,,,,,,0,0,0,0,0,0,0,0,0x2800112,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,10102,,,,,,MTX6,
playercard_challenge,CHALLENGE_MTX9_MARKSMAN_EMP44_MP,playercard_challenge_marksman_emp44,0,playercard_challenge_marksman_emp44,,,,,,0,0,0,0,0,0,0,0,0x2800123,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,12822,,,,,,MTX9,
playercard_challenge,CHALLENGE_MTX3_MARKSMAN_ENFIELDNO2_MP,playercard_challenge_marksman_enfieldno2,0,playercard_challenge_marksman_enfieldno2,,,,,,0,0,0,0,0,0,0,0,0x28000B9,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,1369,,,,,,MTX3,
playercard_challenge,CHALLENGE_MTX10_MARKSMAN_ERMA_MP,playercard_challenge_marksman_ermaemp,0,playercard_challenge_marksman_ermaemp,,,,,,0,0,0,0,0,0,0,0,0x2800128,,,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,13298,,,,,,MTX10,
