model,category,-idIndex,primaryid,collision,transient override,-lobmodel,viewmodel,-worldmat,-viewmat,group1,group2,group3,group4,group5,group6,group7,group8,productionLevel,
eng_joyce_rafhelmet_mtx3_5,hat,,326,0,hat,,,,,joyce,,,,,,,,,
usa_alfakey_m1helmetgog_mtx3_5,hat,,327,0,hat,,,,,alfakey,,,,,,,,,
usa_alfakey_m1helmetgog_mtx3_5,hat,,327,0,hat,,,,,silva,,,,,,,,,
usa_alfakey_m1helmetgog_mtx3_5,hat,,327,0,hat,,,,,king,,,,,,,,,
usa_alfakey_m1helmetgog_mtx3_5,hat,,327,0,hat,,,,,habhab,,,,,,,,,
usa_alfakey_m1helmetgog_mtx3_5,hat,,327,0,hat,,,,,younger,,,,,,,,,
usa_alfakey_m1helmetgog_mtx3_5,hat,,327,0,hat,,,,,starcher,,,,,,,,,
usa_alfakey_m1helmetgog_mtx3_5,hat,,327,0,hat,,,,,clark,,,,,,,,,
usa_alfakey_m1helmetgog_mtx3_5,hat,,327,0,hat,,,,,mano,,,,,,,,,
usa_alfakey_m1helmetgog_mtx3_5,hat,,327,0,hat,,,,,elliot,,,,,,,,,
usa_alfakey_m1helmetgog_mtx3_5,hat,,327,0,hat,,,,,nguyen,,,,,,,,,
usa_alfakey_m1helmetgog_mtx3_5,hat,,327,0,hat,,,,,tab,,,,,,,,,
usa_alfakey_m1helmetgog_mtx3_5,hat,,327,0,hat,,,,,joyce,,,,,,,,,
rus_alfakey_winhat_mtx3_5,hat,,328,0,hat,,,,,alfakey,,,,,,,,,
rus_silva_winhat_mtx3_5,hat,,328,0,hat,,,,,silva,,,,,,,,,
rus_king_winhat_mtx3_5,hat,,328,0,hat,,,,,king,,,,,,,,,
rus_habhab_winhat_mtx3_5,hat,,328,0,hat,,,,,habhab,,,,,,,,,
rus_younger_winhat_mtx3_5,hat,,328,0,hat,,,,,younger,,,,,,,,,
rus_starcher_winhat_mtx3_5,hat,,328,0,hat,,,,,starcher,,,,,,,,,
rus_clark_winhat_mtx3_5,hat,,328,0,hat,,,,,clark,,,,,,,,,
rus_mano_winhat_mtx3_5,hat,,328,0,hat,,,,,mano,,,,,,,,,
rus_elliot_winhat_mtx3_5,hat,,328,0,hat,,,,,elliot,,,,,,,,,
rus_nguyen_winhat_mtx3_5,hat,,328,0,hat,,,,,nguyen,,,,,,,,,
rus_tab_winhat_mtx3_5,hat,,328,0,hat,,,,,tab,,,,,,,,,
rus_joyce_winhat_mtx3_5,hat,,328,0,hat,,,,,joyce,,,,,,,,,
usa_alfakey_typechelmet_mtx3_5,hat,,329,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_typechelmet_mtx3_5,hat,,329,0,hat,,,,,silva,,,,,,,,,
usa_king_typechelmet_mtx3_5,hat,,329,0,hat,,,,,king,,,,,,,,,
usa_habhab_typechelmet_mtx3_5,hat,,329,0,hat,,,,,habhab,,,,,,,,,
usa_younger_typechelmet_mtx3_5,hat,,329,0,hat,,,,,younger,,,,,,,,,
usa_starcher_typechelmet_mtx3_5,hat,,329,0,hat,,,,,starcher,,,,,,,,,
usa_clark_typechelmet_mtx3_5,hat,,329,0,hat,,,,,clark,,,,,,,,,
usa_mano_typechelmet_mtx3_5,hat,,329,0,hat,,,,,mano,,,,,,,,,
usa_elliot_typechelmet_mtx3_5,hat,,329,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_typechelmet_mtx3_5,hat,,329,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_typechelmet_mtx3_5,hat,,329,0,hat,,,,,tab,,,,,,,,,
usa_joyce_typechelmet_mtx3_5,hat,,329,0,hat,,,,,joyce,,,,,,,,,
usa_alfakey_officerscap_mtx3_5,hat,,330,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_officerscap_mtx3_5,hat,,330,0,hat,,,,,silva,,,,,,,,,
usa_king_officerscap_mtx3_5,hat,,330,0,hat,,,,,king,,,,,,,,,
usa_habhab_officerscap_mtx3_5,hat,,330,0,hat,,,,,habhab,,,,,,,,,
usa_younger_officerscap_mtx3_5,hat,,330,0,hat,,,,,younger,,,,,,,,,
usa_starcher_officerscap_mtx3_5,hat,,330,0,hat,,,,,starcher,,,,,,,,,
usa_clark_officerscap_mtx3_5,hat,,330,0,hat,,,,,clark,,,,,,,,,
usa_mano_officerscap_mtx3_5,hat,,330,0,hat,,,,,mano,,,,,,,,,
usa_elliot_officerscap_mtx3_5,hat,,330,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_officerscap_mtx3_5,hat,,330,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_officerscap_mtx3_5,hat,,330,0,hat,,,,,tab,,,,,,,,,
usa_joyce_officerscap_mtx3_5,hat,,330,0,hat,,,,,joyce,,,,,,,,,
usa_alfakey_jeepcap_mtx3_5,hat,,331,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_jeepcap_mtx3_5,hat,,331,0,hat,,,,,silva,,,,,,,,,
usa_king_jeepcap_mtx3_5,hat,,331,0,hat,,,,,king,,,,,,,,,
usa_habhab_jeepcap_mtx3_5,hat,,331,0,hat,,,,,habhab,,,,,,,,,
usa_younger_jeepcap_mtx3_5,hat,,331,0,hat,,,,,younger,,,,,,,,,
usa_starcher_jeepcap_mtx3_5,hat,,331,0,hat,,,,,starcher,,,,,,,,,
usa_clark_jeepcap_mtx3_5,hat,,331,0,hat,,,,,clark,,,,,,,,,
usa_mano_jeepcap_mtx3_5,hat,,331,0,hat,,,,,mano,,,,,,,,,
usa_elliot_jeepcap_mtx3_5,hat,,331,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_jeepcap_mtx3_5,hat,,331,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_jeepcap_mtx3_5,hat,,331,0,hat,,,,,tab,,,,,,,,,
usa_joyce_jeepcap_mtx3_5,hat,,331,0,hat,,,,,joyce,,,,,,,,,
usa_alfakey_m1helmetchin_mtx3_5,hat,,332,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_m1helmetchin_mtx3_5,hat,,332,0,hat,,,,,silva,,,,,,,,,
usa_king_m1helmetchin_mtx3_5,hat,,332,0,hat,,,,,king,,,,,,,,,
usa_habhab_m1helmetchin_mtx3_5,hat,,332,0,hat,,,,,habhab,,,,,,,,,
usa_younger_m1helmetchin_mtx3_5,hat,,332,0,hat,,,,,younger,,,,,,,,,
usa_starcher_m1helmetchin_mtx3_5,hat,,332,0,hat,,,,,starcher,,,,,,,,,
usa_clark_m1helmetchin_mtx3_5,hat,,332,0,hat,,,,,clark,,,,,,,,,
usa_mano_m1helmetchin_mtx3_5,hat,,332,0,hat,,,,,mano,,,,,,,,,
usa_elliot_m1helmetchin_mtx3_5,hat,,332,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_m1helmetchin_mtx3_5,hat,,332,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_m1helmetchin_mtx3_5,hat,,332,0,hat,,,,,tab,,,,,,,,,
usa_joyce_m1helmetchin_mtx3_5,hat,,332,0,hat,,,,,joyce,,,,,,,,,
usa_alfakey_stpatty_mtx3_5,hat,,333,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_stpatty_mtx3_5,hat,,333,0,hat,,,,,silva,,,,,,,,,
usa_king_stpatty_mtx3_5,hat,,333,0,hat,,,,,king,,,,,,,,,
usa_habhab_stpatty_mtx3_5,hat,,333,0,hat,,,,,habhab,,,,,,,,,
usa_younger_stpatty_mtx3_5,hat,,333,0,hat,,,,,younger,,,,,,,,,
usa_starcher_stpatty_mtx3_5,hat,,333,0,hat,,,,,starcher,,,,,,,,,
usa_clark_stpatty_mtx3_5,hat,,333,0,hat,,,,,clark,,,,,,,,,
usa_mano_stpatty_mtx3_5,hat,,333,0,hat,,,,,mano,,,,,,,,,
usa_elliot_stpatty_mtx3_5,hat,,333,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_stpatty_mtx3_5,hat,,333,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_stpatty_mtx3_5,hat,,333,0,hat,,,,,tab,,,,,,,,,
usa_joyce_stpatty_mtx3_5,hat,,333,0,hat,,,,,joyce,,,,,,,,,
usa_m_rankedhelm_r1_s3,hat,,334,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r1_s3,hat,,334,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r2_s3,hat,,335,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r2_s3,hat,,335,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r3_s3,hat,,336,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r3_s3,hat,,336,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r4_s3,hat,,337,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r4_s3,hat,,337,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r5_s3,hat,,338,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r5_s3,hat,,338,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r7_s3,hat,,339,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r7_s3,hat,,339,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r6_s3,hat,,340,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r6_s3,hat,,340,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r8_s2,hat,,341,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r8_s2,hat,,341,0,hat,,,,,female,,,,,,,,,
usa_alfakey_m1helmetbullet_mtx4,hat,,342,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_m1helmetbullet_mtx4,hat,,342,0,hat,,,,,silva,,,,,,,,,
usa_king_m1helmetbullet_mtx4,hat,,342,0,hat,,,,,king,,,,,,,,,
usa_habhab_m1helmetbullet_mtx4,hat,,342,0,hat,,,,,habhab,,,,,,,,,
usa_younger_m1helmetbullet_mtx4,hat,,342,0,hat,,,,,younger,,,,,,,,,
usa_starcher_m1helmetbullet_mtx4,hat,,342,0,hat,,,,,starcher,,,,,,,,,
usa_clark_m1helmetbullet_mtx4,hat,,342,0,hat,,,,,clark,,,,,,,,,
usa_mano_m1helmetbullet_mtx4,hat,,342,0,hat,,,,,mano,,,,,,,,,
usa_elliot_m1helmetbullet_mtx4,hat,,342,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_m1helmetbullet_mtx4,hat,,342,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_m1helmetbullet_mtx4,hat,,342,0,hat,,,,,tab,,,,,,,,,
usa_joyce_m1helmetbullet_mtx4,hat,,342,0,hat,,,,,joyce,,,,,,,,,
usa_alfakey_m1helmetloadout_mtx4,hat,,343,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_m1helmetloadout_mtx4,hat,,343,0,hat,,,,,silva,,,,,,,,,
usa_king_m1helmetloadout_mtx4,hat,,343,0,hat,,,,,king,,,,,,,,,
usa_habhab_m1helmetloadout_mtx4,hat,,343,0,hat,,,,,habhab,,,,,,,,,
usa_younger_m1helmetloadout_mtx4,hat,,343,0,hat,,,,,younger,,,,,,,,,
usa_starcher_m1helmetloadout_mtx4,hat,,343,0,hat,,,,,starcher,,,,,,,,,
usa_clark_m1helmetloadout_mtx4,hat,,343,0,hat,,,,,clark,,,,,,,,,
usa_mano_m1helmetloadout_mtx4,hat,,343,0,hat,,,,,mano,,,,,,,,,
usa_elliot_m1helmetloadout_mtx4,hat,,343,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_m1helmetloadout_mtx4,hat,,343,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_m1helmetloadout_mtx4,hat,,343,0,hat,,,,,tab,,,,,,,,,
usa_joyce_m1helmetloadout_mtx4,hat,,343,0,hat,,,,,joyce,,,,,,,,,
usa_alfakey_m1helmwrap_mtx4,hat,,344,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_m1helmwrap_mtx4,hat,,344,0,hat,,,,,silva,,,,,,,,,
usa_king_m1helmwrap_mtx4,hat,,344,0,hat,,,,,king,,,,,,,,,
usa_habhab_m1helmwrap_mtx4,hat,,344,0,hat,,,,,habhab,,,,,,,,,
usa_younger_m1helmwrap_mtx4,hat,,344,0,hat,,,,,younger,,,,,,,,,
usa_starcher_m1helmwrap_mtx4,hat,,344,0,hat,,,,,starcher,,,,,,,,,
usa_clark_m1helmwrap_mtx4,hat,,344,0,hat,,,,,clark,,,,,,,,,
usa_mano_m1helmwrap_mtx4,hat,,344,0,hat,,,,,mano,,,,,,,,,
usa_elliot_m1helmwrap_mtx4,hat,,344,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_m1helmwrap_mtx4,hat,,344,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_m1helmwrap_mtx4,hat,,344,0,hat,,,,,tab,,,,,,,,,
usa_joyce_m1helmwrap_mtx4,hat,,344,0,hat,,,,,joyce,,,,,,,,,
eng_younger_rankedhelm_r4_org1,hat,,345,0,hat,,,,,,,,,,,,,,
eng_younger_rankedhelm_r2_org1,hat,,346,0,hat,,,,,,,,,,,,,,
eng_younger_rankedhelm_r3_org1,hat,,347,0,hat,,,,,,,,,,,,,,
eng_younger_rankedhelm_r4_org1,hat,,348,0,hat,,,,,,,,,,,,,,
eng_younger_rankedhelm_r5_org1,hat,,349,0,hat,,,,,,,,,,,,,,
eng_younger_rankedhelm_r6_org1,hat,,350,0,hat,,,,,,,,,,,,,,
usa_alfakey_m1leaves_mtx4,hat,,351,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_m1leaves_mtx4,hat,,351,0,hat,,,,,silva,,,,,,,,,
usa_king_m1leaves_mtx4,hat,,351,0,hat,,,,,king,,,,,,,,,
usa_habhab_m1leaves_mtx4,hat,,351,0,hat,,,,,habhab,,,,,,,,,
usa_younger_m1leaves_mtx4,hat,,351,0,hat,,,,,younger,,,,,,,,,
usa_starcher_m1leaves_mtx4,hat,,351,0,hat,,,,,starcher,,,,,,,,,
usa_clark_m1leaves_mtx4,hat,,351,0,hat,,,,,clark,,,,,,,,,
usa_mano_m1leaves_mtx4,hat,,351,0,hat,,,,,mano,,,,,,,,,
usa_elliot_m1leaves_mtx4,hat,,351,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_m1leaves_mtx4,hat,,351,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_m1leaves_mtx4,hat,,351,0,hat,,,,,tab,,,,,,,,,
usa_joyce_m1leaves_mtx4,hat,,351,0,hat,,,,,joyce,,,,,,,,,
usa_alfakey_m38gog_mtx4,hat,,352,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_m38gog_mtx4,hat,,352,0,hat,,,,,silva,,,,,,,,,
usa_king_m38gog_mtx4,hat,,352,0,hat,,,,,king,,,,,,,,,
usa_habhab_m38gog_mtx4,hat,,352,0,hat,,,,,habhab,,,,,,,,,
usa_younger_m38gog_mtx4,hat,,352,0,hat,,,,,younger,,,,,,,,,
usa_starcher_m38gog_mtx4,hat,,352,0,hat,,,,,starcher,,,,,,,,,
usa_clark_m38gog_mtx4,hat,,352,0,hat,,,,,clark,,,,,,,,,
usa_mano_m38gog_mtx4,hat,,352,0,hat,,,,,mano,,,,,,,,,
usa_elliot_m38gog_mtx4,hat,,352,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_m38gog_mtx4,hat,,352,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_m38gog_mtx4,hat,,352,0,hat,,,,,tab,,,,,,,,,
usa_joyce_m38gog_mtx4,hat,,352,0,hat,,,,,joyce,,,,,,,,,
usa_alfakey_garrison_mtx4,hat,,353,0,hat,,,,,alfakey,,,,,,,,,
usa_silva_garrison_mtx4,hat,,353,0,hat,,,,,silva,,,,,,,,,
usa_king_garrison_mtx4,hat,,353,0,hat,,,,,king,,,,,,,,,
usa_habhab_garrison_mtx4,hat,,353,0,hat,,,,,habhab,,,,,,,,,
usa_younger_garrison_mtx4,hat,,353,0,hat,,,,,younger,,,,,,,,,
usa_starcher_garrison_mtx4,hat,,353,0,hat,,,,,starcher,,,,,,,,,
usa_clark_garrison_mtx4,hat,,353,0,hat,,,,,clark,,,,,,,,,
usa_mano_garrison_mtx4,hat,,353,0,hat,,,,,mano,,,,,,,,,
usa_elliot_garrison_mtx4,hat,,353,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_garrison_mtx4,hat,,353,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_garrison_mtx4,hat,,353,0,hat,,,,,tab,,,,,,,,,
usa_joyce_garrison_mtx4,hat,,353,0,hat,,,,,joyce,,,,,,,,,
eng_alfakey_mk1helmet_mtx4,hat,,354,0,hat,,,,,alfakey,,,,,,,,,
eng_silva_mk1helmet_mtx4,hat,,354,0,hat,,,,,silva,,,,,,,,,
eng_king_mk1helmet_mtx4,hat,,354,0,hat,,,,,king,,,,,,,,,
eng_habhab_mk1helmet_mtx4,hat,,354,0,hat,,,,,habhab,,,,,,,,,
eng_younger_mk1helmet_mtx4,hat,,354,0,hat,,,,,younger,,,,,,,,,
eng_starcher_mk1helmet_mtx4,hat,,354,0,hat,,,,,starcher,,,,,,,,,
eng_clark_mk1helmet_mtx4,hat,,354,0,hat,,,,,clark,,,,,,,,,
eng_mano_mk1helmet_mtx4,hat,,354,0,hat,,,,,mano,,,,,,,,,
eng_elliot_mk1helmet_mtx4,hat,,354,0,hat,,,,,elliot,,,,,,,,,
eng_nguyen_mk1helmet_mtx4,hat,,354,0,hat,,,,,nguyen,,,,,,,,,
eng_tab_mk1helmet_mtx4,hat,,354,0,hat,,,,,tab,,,,,,,,,
eng_joyce_mk1helmet_mtx4,hat,,354,0,hat,,,,,joyce,,,,,,,,,
eng_alfakey_mk1parahelm_mtx4,hat,,355,0,hat,,,,,alfakey,,,,,,,,,
eng_silva_mk1parahelm_mtx4,hat,,355,0,hat,,,,,silva,,,,,,,,,
eng_king_mk1parahelm_mtx4,hat,,355,0,hat,,,,,king,,,,,,,,,
eng_habhab_mk1parahelm_mtx4,hat,,355,0,hat,,,,,habhab,,,,,,,,,
eng_younger_mk1parahelm_mtx4,hat,,355,0,hat,,,,,younger,,,,,,,,,
eng_starcher_mk1parahelm_mtx4,hat,,355,0,hat,,,,,starcher,,,,,,,,,
eng_clark_mk1parahelm_mtx4,hat,,355,0,hat,,,,,clark,,,,,,,,,
eng_mano_mk1parahelm_mtx4,hat,,355,0,hat,,,,,mano,,,,,,,,,
eng_elliot_mk1parahelm_mtx4,hat,,355,0,hat,,,,,elliot,,,,,,,,,
eng_nguyen_mk1parahelm_mtx4,hat,,355,0,hat,,,,,nguyen,,,,,,,,,
eng_tab_mk1parahelm_mtx4,hat,,355,0,hat,,,,,tab,,,,,,,,,
eng_joyce_mk1helmet_mtx4,hat,,355,0,hat,,,,,joyce,,,,,,,,,
eng_alfakey_rafgoggles_mtx4,hat,,356,0,hat,,,,,alfakey,,,,,,,,,
eng_silva_rafgoggles_mtx4,hat,,356,0,hat,,,,,silva,,,,,,,,,
eng_king_rafgoggles_mtx4,hat,,356,0,hat,,,,,king,,,,,,,,,
eng_habhab_rafgoggles_mtx4,hat,,356,0,hat,,,,,habhab,,,,,,,,,
eng_younger_rafgoggles_mtx4,hat,,356,0,hat,,,,,younger,,,,,,,,,
eng_starcher_rafgoggles_mtx4,hat,,356,0,hat,,,,,starcher,,,,,,,,,
eng_clark_rafgoggles_mtx4,hat,,356,0,hat,,,,,clark,,,,,,,,,
eng_mano_rafgoggles_mtx4,hat,,356,0,hat,,,,,mano,,,,,,,,,
eng_elliot_rafgoggles_mtx4,hat,,356,0,hat,,,,,elliot,,,,,,,,,
eng_nguyen_rafgoggles_mtx4,hat,,356,0,hat,,,,,nguyen,,,,,,,,,
eng_tab_rafgoggles_mtx4,hat,,356,0,hat,,,,,tab,,,,,,,,,
eng_joyce_rafgoggles_mtx4,hat,,356,0,hat,,,,,joyce,,,,,,,,,
fra_alfakey_legion_mtx4,hat,,357,0,hat,,,,,alfakey,,,,,,,,,
fra_silva_legion_mtx4,hat,,357,0,hat,,,,,silva,,,,,,,,,
fra_king_legion_mtx4,hat,,357,0,hat,,,,,king,,,,,,,,,
fra_habhab_legion_mtx4,hat,,357,0,hat,,,,,habhab,,,,,,,,,
fra_younger_legion_mtx4,hat,,357,0,hat,,,,,younger,,,,,,,,,
fra_starcher_legion_mtx4,hat,,357,0,hat,,,,,starcher,,,,,,,,,
fra_clark_legion_mtx4,hat,,357,0,hat,,,,,clark,,,,,,,,,
fra_mano_legion_mtx4,hat,,357,0,hat,,,,,mano,,,,,,,,,
fra_elliot_legion_mtx4,hat,,357,0,hat,,,,,elliot,,,,,,,,,
fra_nguyen_legion_mtx4,hat,,357,0,hat,,,,,nguyen,,,,,,,,,
fra_tab_legion_mtx4,hat,,357,0,hat,,,,,tab,,,,,,,,,
fra_joyce_legion_mtx4,hat,,357,0,hat,,,,,joyce,,,,,,,,,
rus_alfakey_ssh40_mtx4,hat,,358,0,hat,,,,,alfakey,,,,,,,,,
rus_silva_ssh40_mtx4,hat,,358,0,hat,,,,,silva,,,,,,,,,
rus_king_ssh40_mtx4,hat,,358,0,hat,,,,,king,,,,,,,,,
rus_habhab_ssh40_mtx4,hat,,358,0,hat,,,,,habhab,,,,,,,,,
rus_younger_ssh40_mtx4,hat,,358,0,hat,,,,,younger,,,,,,,,,
rus_starcher_ssh40_mtx4,hat,,358,0,hat,,,,,starcher,,,,,,,,,
rus_clark_ssh40_mtx4,hat,,358,0,hat,,,,,clark,,,,,,,,,
rus_mano_ssh40_mtx4,hat,,358,0,hat,,,,,mano,,,,,,,,,
rus_elliot_ssh40_mtx4,hat,,358,0,hat,,,,,elliot,,,,,,,,,
rus_nguyen_ssh40_mtx4,hat,,358,0,hat,,,,,nguyen,,,,,,,,,
rus_tab_ssh40_mtx4,hat,,358,0,hat,,,,,tab,,,,,,,,,
rus_joyce_ssh40_mtx4,hat,,358,0,hat,,,,,joyce,,,,,,,,,
usa_alfakey_m1h_beannie_mtx4,hat,,359,0,hat,,,,,alfakey,,,,,,,,,
usa_silvia_m1h_beannie_mtx4,hat,,359,0,hat,,,,,silva,,,,,,,,,
usa_king_m1h_beannie_mtx4,hat,,359,0,hat,,,,,king,,,,,,,,,
usa_habhab_m1h_beannie_mtx4,hat,,359,0,hat,,,,,habhab,,,,,,,,,
usa_younger_m1h_beannie_mtx4,hat,,359,0,hat,,,,,younger,,,,,,,,,
usa_starcher_m1h_beannie_mtx4,hat,,359,0,hat,,,,,starcher,,,,,,,,,
usa_clark_m1h_beannie_mtx4,hat,,359,0,hat,,,,,clark,,,,,,,,,
usa_mano_m1h_beannie_mtx4,hat,,359,0,hat,,,,,mano,,,,,,,,,
usa_elliot_m1h_beannie_mtx4,hat,,359,0,hat,,,,,elliot,,,,,,,,,
usa_nguyen_m1h_beannie_mtx4,hat,,359,0,hat,,,,,nguyen,,,,,,,,,
usa_tab_m1h_beannie_mtx4,hat,,359,0,hat,,,,,tab,,,,,,,,,
usa_joyce_m1h_beannie_mtx4,hat,,359,0,hat,,,,,joyce,,,,,,,,,
pol_alfakey_cap_mtx4,hat,,360,0,hat,,,,,alfakey,,,,,,,,,
pol_silvia_cap_mtx4,hat,,360,0,hat,,,,,silva,,,,,,,,,
pol_king_cap_mtx4,hat,,360,0,hat,,,,,king,,,,,,,,,
pol_habhab_cap_mtx4,hat,,360,0,hat,,,,,habhab,,,,,,,,,
pol_younger_cap_mtx4,hat,,360,0,hat,,,,,younger,,,,,,,,,
pol_starcher_cap_mtx4,hat,,360,0,hat,,,,,starcher,,,,,,,,,
pol_clark_cap_mtx4,hat,,360,0,hat,,,,,clark,,,,,,,,,
pol_mano_cap_mtx4,hat,,360,0,hat,,,,,mano,,,,,,,,,
pol_elliot_cap_mtx4,hat,,360,0,hat,,,,,elliot,,,,,,,,,
pol_nguyen_cap_mtx4,hat,,360,0,hat,,,,,nguyen,,,,,,,,,
pol_tab_cap_mtx4,hat,,360,0,hat,,,,,tab,,,,,,,,,
pol_joyce_cap_mtx4,hat,,360,0,hat,,,,,joyce,,,,,,,,,
fra_alfakey_fez_mtx4,hat,,361,0,hat,,,,,alfakey,,,,,,,,,
fra_silva_fez_mtx4,hat,,361,0,hat,,,,,silva,,,,,,,,,
fra_king_fez_mtx4,hat,,361,0,hat,,,,,king,,,,,,,,,
fra_habhab_fez_mtx4,hat,,361,0,hat,,,,,habhab,,,,,,,,,
fra_younger_fez_mtx4,hat,,361,0,hat,,,,,younger,,,,,,,,,
fra_starcher_fez_mtx4,hat,,361,0,hat,,,,,starcher,,,,,,,,,
fra_clark_fez_mtx4,hat,,361,0,hat,,,,,clark,,,,,,,,,
fra_mano_fez_mtx4,hat,,361,0,hat,,,,,mano,,,,,,,,,
fra_elliot_fez_mtx4,hat,,361,0,hat,,,,,elliot,,,,,,,,,
fra_nguyen_fez_mtx4,hat,,361,0,hat,,,,,nguyen,,,,,,,,,
fra_tab_fez_mtx4,hat,,361,0,hat,,,,,tab,,,,,,,,,
fra_joyce_fez_mtx4,hat,,361,0,hat,,,,,joyce,,,,,,,,,
gre_alfakey_m34helm_mtx4,hat,,362,0,hat,,,,,alfakey,,,,,,,,,
gre_silva_m34helm_mtx4,hat,,362,0,hat,,,,,silva,,,,,,,,,
gre_king_m34helm_mtx4,hat,,362,0,hat,,,,,king,,,,,,,,,
gre_habhab_m34helm_mtx4,hat,,362,0,hat,,,,,habhab,,,,,,,,,
gre_younger_m34helm_mtx4,hat,,362,0,hat,,,,,younger,,,,,,,,,
gre_starcher_m34helm_mtx4,hat,,362,0,hat,,,,,starcher,,,,,,,,,
gre_clark_m34helm_mtx4,hat,,362,0,hat,,,,,clark,,,,,,,,,
gre_mano_m34helm_mtx4,hat,,362,0,hat,,,,,mano,,,,,,,,,
gre_elliot_m34helm_mtx4,hat,,362,0,hat,,,,,elliot,,,,,,,,,
gre_nguyen_m34helm_mtx4,hat,,362,0,hat,,,,,nguyen,,,,,,,,,
gre_tab_m34helm_mtx4,hat,,362,0,hat,,,,,tab,,,,,,,,,
gre_joyce_m34helm_mtx4,hat,,362,0,hat,,,,,joyce,,,,,,,,,
fra_alfakey_m36dcahelm_mtx4,hat,,363,0,hat,,,,,alfakey,,,,,,,,,
fra_silva_m36dcahelm_mtx4,hat,,363,0,hat,,,,,silva,,,,,,,,,
fra_king_m36dcahelm_mtx4,hat,,363,0,hat,,,,,king,,,,,,,,,
fra_habhab_m36dcahelm_mtx4,hat,,363,0,hat,,,,,habhab,,,,,,,,,
fra_younger_m36dcahelm_mtx4,hat,,363,0,hat,,,,,younger,,,,,,,,,
fra_starcher_m36dcahelm_mtx4,hat,,363,0,hat,,,,,starcher,,,,,,,,,
fra_clark_m36dcahelm_mtx4,hat,,363,0,hat,,,,,clark,,,,,,,,,
fra_mano_m36dcahelm_mtx4,hat,,363,0,hat,,,,,mano,,,,,,,,,
fra_elliot_m36dcahelm_mtx4,hat,,363,0,hat,,,,,elliot,,,,,,,,,
fra_nguyen_m36dcahelm_mtx4,hat,,363,0,hat,,,,,nguyen,,,,,,,,,
fra_tab_m36dcahelm_mtx4,hat,,363,0,hat,,,,,tab,,,,,,,,,
fra_joyce_m36dcahelm_mtx4,hat,,363,0,hat,,,,,joyce,,,,,,,,,
rus_alfakey_budenovka_mtx5,hat,,364,0,hat,,,,,alfakey,,,,,,,,,
rus_silva_budenovka_mtx5,hat,,364,0,hat,,,,,silva,,,,,,,,,
rus_king_budenovka_mtx5,hat,,364,0,hat,,,,,king,,,,,,,,,
rus_habhab_budenovka_mtx5,hat,,364,0,hat,,,,,habhab,,,,,,,,,
rus_younger_budenovka_mtx5,hat,,364,0,hat,,,,,younger,,,,,,,,,
