a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,u20,
486,AEC_DAILY,daily_ch_demo_plants_dlc1,AEC_DAILY_DEMO_PLANTS_TITLE,AEC_DAILY_DEMO_PLANTS_DESC,,,,3,AEC_UNIT_BOMBS_PLANTED,,,RESISTANCE,,,,,,,,,
487,AEC_DAILY,daily_ch_demo_kills_dlc1,AEC_DAILY_DEMO_KILLS_TITLE,AEC_DAILY_DEMO_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,RESISTANCE,,,,,,,,,
488,AEC_DAILY,daily_ch_demo_defuse_dlc1,AEC_DAILY_DEMO_DEFUSE_TITLE,AEC_DAILY_DEMO_DEFUSE_DESC,,,,1,,,,RESISTANCE,,,,,,,,,
489,AEC_DAILY,daily_ch_gungame_kills_dlc1,AEC_DAILY_GUNGAME_KILLS_TITLE,AEC_DAILY_GUNGAME_KILLS_DESC,,,,25,AEC_UNIT_KILLS,,,RESISTANCE,,,,,,,,,
490,AEC_DAILY,daily_ch_gungame_wins_dlc1,AEC_DAILY_GUN_GAME_WINS_TITLE,AEC_DAILY_GUN_GAME_WINS_DESC,,,,3,AEC_UNIT_WINS,,,RESISTANCE,,,,,,,,,
491,AEC_DAILY,daily_ch_gungame_multikills_dlc1,AEC_DAILY_GUN_GAME_MULTIKILL_TITLE,AEC_DAILY_GUNGAME_MULTIKILL_3_DESC,,,,3,AEC_UNIT_MULTIKILLS,,,RESISTANCE,,,,,,,,,
492,AEC_DAILY,daily_ch_gungame_setbacks_dlc1,AEC_DAILY_GUNGAME_SETBACKS_TITLE,AEC_DAILY_GUNGAME_SETBACKS_DESC,,,,5,AEC_UNIT_SETBACKS,,,RESISTANCE,,,,,,,,,
493,AEC_WEEKLY,weekly_ch_play_demo_dlc1,AEC_WEEKLY_PLAY_DEMO_TITLE,AEC_WEEKLY_PLAY_DEMO_DESC,,,,25,AEC_UNIT_MATCHES_COMPLETED,,,RESISTANCE,,,,,,,,,
494,AEC_WEEKLY,weekly_ch_multikills_dlc1,AEC_WEEKLY_MULTI_KILL_TITLE,AEC_WEEKLY_MULTI_KILL_DESC,,,,20,AEC_UNIT_MULTIKILLS,,,RESISTANCE,,,,,,,,,
495,AEC_WEEKLY,weekly_ch_resistance_skill_dlc1,AEC_WEEKLY_RESISTANCE_SKILL_TITLE,AEC_WEEKLY_RESISTANCE_SKILL_DESC,,,,75,AEC_UNIT_KILLS,,,RESISTANCE,,,,,,,,,
496,AEC_WEEKLY,weekly_ch_play_prop_dlc1,AEC_WEEKLY_PLAY_PROPHUNT_TITLE,AEC_WEEKLY_PLAY_PROPHUNT_DESC,,,,25,AEC_UNIT_MATCHES_COMPLETED,,,RESISTANCE,,,,,,,,,
497,AEC_WEEKLY,weekly_ch_resistance_kills_dlc1,AEC_WEEKLY_RESISTANCE_KILLS_TITLE,AEC_WEEKLY_RESISTANCE_KILLS_DESC,,,,200,AEC_UNIT_KILLS,,,RESISTANCE,,,,,,,,,
498,AEC_SPECIAL,special_ch_resist_bribe,AEC_SPECIAL_RESIST_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,30,AEC_UNIT_MATCHES_COMPLETED,,,RESISTANCE,,,,,,,,,
499,AEC_WEEKLY,weekly_ch_play_gungame_dlc1,AEC_WEEKLY_PLAY_GUNGAME_TITLE,AEC_WEEKLY_PLAY_GUNGAME_DESC,,,,25,AEC_UNIT_MATCHES_COMPLETED,,,RESISTANCE,,,,,,,,,
500,AEC_WEEKLY,weekly_ch_long_kills_dlc1,AEC_WEEKLY_LONG_RANGE_KILLS_TITLE,AEC_WEEKLY_LONG_RANGE_KILLS_DESC,,,,30,AEC_UNIT_LONG_RANGE_KILLS,,,RESISTANCE,,,,,,,,,
501,AEC_WEEKLY,weekly_ch_pistol_kills_dlc1,AEC_WEEKLY_PISTOL_KILLS_TITLE,AEC_WEEKLY_PISTOL_KILLS_DESC,,,,100,AEC_UNIT_PISTOL_KILLS,,,RESISTANCE,,,,,,,,,
502,AEC_CONTRACT,contract_ch_resistance_bribe,AEC_CONTRACT_CH_RESISTANCE_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,25,AEC_UNIT_MATCHES_COMPLETED,28800,0x5000052,RESISTANCE,,,,,,,,,
503,AEC_WEEKLY,weekly_ch_resistance_bribe_2x,AEC_WEEKLY_RESISTANCE_BRIBE_2X_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,30,AEC_UNIT_MATCHES_COMPLETED,,,RESISTANCE,LOOT_MTX2_SD_RESIST_BRIBE_2X,,,,,,,,
504,AEC_SPECIAL,special_ch_volk,AEC_SPECIAL_RIFLE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,50,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
505,AEC_SPECIAL,special_ch_orso,AEC_SPECIAL_SMG_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,50,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
506,AEC_SPECIAL,special_ch_combatknife,AEC_SPECIAL_COMBATKNIFE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,35,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
507,AEC_SPECIAL,special_ch_enfield,AEC_SPECIAL_PISTOL_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,50,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
508,AEC_SPECIAL,special_ch_revolver,AEC_SPECIAL_PISTOL_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,50,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
509,AEC_CONTRACT,contract_25_kills_pistol_dlc1,AEC_CONTRACT_PISTOL_KILL_TITLE,AEC_WEEKLY_PISTOL_KILLS_DESC,,,,25,AEC_UNIT_PISTOL_KILLS,1800,0x500004e,RESISTANCE,,,,,,,,,
510,AEC_CONTRACT,contract_30_kills_resistance_dlc1,AEC_CONTRACT_RESISTANCE_KILLS_TITLE,AEC_WEEKLY_RESISTANCE_KILLS_DESC,,,,30,AEC_UNIT_KILLS,1500,0x500004f,RESISTANCE,,,,,,,,,
511,AEC_CONTRACT,contract_45_kills_demo_dlc1,AEC_CONTRACT_DEMO_KILLS_TITLE,AEC_DAILY_DEMO_KILLS_DESC,,,,45,AEC_UNIT_KILLS,1800,0x5000050,RESISTANCE,,,,,,,,,
512,AEC_DAILY,daily_ch_prop_kills_dlc1,AEC_DAILY_PROP_KILLS_TITLE,AEC_DAILY_PROP_KILLS_DESC,,,,10,AEC_UNIT_KILLS,,,RESISTANCE,,,,,,,,,
513,AEC_DAILY,daily_ch_prop_survive_dlc1,AEC_DAILY_PROP_SURVIVOR_TITLE,AEC_DAILY_PROP_SURVIVOR_DESC,,,,5,AEC_UNIT_ROUNDS_SURVIVED,,,RESISTANCE,,,,,,,,,
514,AEC_DAILY,daily_ch_prop_wins_dlc1,AEC_DAILY_PROP_WINS_TITLE,AEC_DAILY_PROP_WINS_DESC,,,,5,AEC_UNIT_WINS,,,RESISTANCE,,,,,,,,,
515,AEC_DAILY,daily_ch_prop_survive_changeless_dlc1,AEC_DAILY_PROP_SURVIVE_CHANGELESS_TITLE,AEC_DAILY_PROP_SURVIVE_CHANGELESS_DESC,,,,1,,,,RESISTANCE,,,,,,,,,
516,AEC_DAILY,daily_ch_resistance_kills_dlc1,AEC_DAILY_RESISTANCE_KILLS_TITLE,AEC_WEEKLY_RESISTANCE_KILLS_DESC,,,,30,AEC_UNIT_KILLS,,,RESISTANCE,,,,,,,,,
517,AEC_DAILY,daily_ch_resistance_skill_dlc1,AEC_DAILY_RESISTANCE_SKILL_TITLE,AEC_WEEKLY_RESISTANCE_SKILL_DESC,,,,25,AEC_UNIT_KILLS,,,RESISTANCE,,,,,,,,,
518,AEC_DAILY,daily_ch_pistol_kills_dlc1,AEC_DAILY_PISTOL_KILLS_TITLE,AEC_WEEKLY_PISTOL_KILLS_DESC,,,,35,AEC_UNIT_PISTOL_KILLS,,,RESISTANCE,,,,,,,,,
519,AEC_DAILY,daily_ch_pistol_multikills_dlc1,AEC_DAILY_PISTOL_MULTIKILL_TITLE,AEC_DAILY_PISTOL_MULTIKILL_DESC,,,,5,AEC_UNIT_MULTIKILLS,,,RESISTANCE,,,,,,,,,
520,AEC_WEEKLY,weekly_ch_pistol_headshots_dlc1,AEC_WEEKLY_PISTOL_HEADHOTS_TITLE,AEC_WEEKLY_PISTOL_HEADHOTS_DESC,,,,50,AEC_UNIT_HEADSHOTS,,,RESISTANCE,,,,,,,,,
521,AEC_CONTRACT,contract_70_kills_gungame_dlc1,AEC_CONTRACT_GUNGAME_TITLE,AEC_CONTRACT_WINTER_GUN_GAME_KILLS_DESC,,,,70,AEC_UNIT_KILLS,3600,0x5000051,RESISTANCE,,,,,,,,,
522,AEC_DAILY,daily_ch_special_theater_watch,AEC_DAILY_SPECIAL_THEATER_TITLE,AEC_DAILY_THEATER_DESC,,,,1,,,,,AEC_DAILY_SPECIAL_THEATER_REWARD,,,,,,,,
523,AEC_CONTRACT,contract_ch_twitch_4,AEC_CONTRACT_TWITCH_4_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,25,AEC_UNIT_MATCHES_COMPLETED,28800,0x5000053,,AEC_CONTRACT_TWITCH_4_REWARD,,,,,,,,
524,AEC_SPECIAL,special_ch_uprising_triple_play,AEC_SPECIAL_UPRISING_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,80,AEC_UNIT_MATCHES_COMPLETED,,,RESISTANCE,LOOT_MTX3_WEEKLY_UPRISING_REWARD,,,,,,,,
533,AEC_SPECIAL,special_ch_heroic_weapon_bribe,AEC_SPECIAL_WEPON_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,100,AEC_UNIT_MATCHES_COMPLETED,,,,LOOT_MTX3_SPECIAL_WEAPON_BRIBE_REWARD,,,,,,,,
534,AEC_DAILY,daily_ch_play_oneshot,AEC_DAILY_PLAY_ONESHOT_TITLE,AEC_DAILY_PLAY_ONESHOT_DESC,,,,5,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
535,AEC_DAILY,daily_ch_oneshot_kills,AEC_DAILY_ONESHOT_KILLS_TITLE,AEC_DAILY_ONESHOT_KILLS_DESC,,,,20,AEC_UNIT_KILLS,,,,,,,,,,,,
536,AEC_DAILY,daily_ch_oneshot_headshots,AEC_DAILY_ONESHOT_HEADSHOTS_TITLE,AEC_DAILY_ONESHOT_HEADSHOTS_DESC,,,,3,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
537,AEC_DAILY,daily_ch_throwback_training_kills,AEC_DAILY_THROWBACK_TRAIN_KILLS_TITLE,AEC_DAILY_THROWBACK_TRAIN_KILLS_DESC,,,,30,AEC_UNIT_KILLS,,,,,,,,,,,,
538,AEC_DAILY,daily_ch_throwback_training_first,AEC_DAILY_THROWBACK_FIRST_TITLE,AEC_DAILY_THROWBACK_FIRST_DESC,,,,1,,,,,,,,,,,,,
539,AEC_DAILY,daily_ch_throwback_training_streaks,AEC_DAILY_THROWBACK_STREAKS_TITLE,AEC_DAILY_THROWBACK_STREAKS_DESC,,,,5,AEC_UNIT_STREAKS_EARNED,,,,,,,,,,,,
540,AEC_DAILY,daily_ch_throwback_training_multikills,AEC_DAILY_THROWBACK_MULTIKILLS_TITLE,AEC_DAILY_THROWBACK_MULTIKILLS_DESC,,,,3,AEC_UNIT_MULTIKILLS,,,,,,,,,,,,
541,AEC_DAILY,daily_ch_lephunt_wins,AEC_DAILY_LEPHUNT_WINS_TITLE,AEC_DAILY_LEPHUNT_WINS_DESC,,,,3,AEC_UNIT_WINS,,,,,,,,,,,,
542,AEC_DAILY,daily_ch_lephunt_kills,AEC_DAILY_LEPHUNT_KILLS_TITLE,AEC_DAILY_LEPHUNT_KILLS_DESC,,,,1,,,,,,,,,,,,,
543,AEC_DAILY,daily_ch_lephunt_headshots,AEC_DAILY_LEPHUNT_HEADSHOTS_TITLE,AEC_DAILY_LEPHUNT_HEADSHOTS_DESC,,,,5,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
544,AEC_DAILY,daily_ch_tag_wins,AEC_DAILY_TAG_WINS_TITLE,AEC_DAILY_TAG_WINS_DESC,,,,1,,,,,,,,,,,,,
545,AEC_DAILY,daily_ch_prop_kills,AEC_DAILY_PROP_KILLS_TITLE,AEC_DAILY_PROP_KILLS_DESC,,,,5,AEC_UNIT_KILLS,,,,,,,,,,,,
546,AEC_DAILY,daily_ch_prop_score,AEC_DAILY_PROP_SCORE_TITLE,AEC_DAILY_PROP_SCORE_DESC,,,,2000,AEC_UNIT_SCORE_EARNED,,,,,,,,,,,,
547,AEC_DAILY,daily_ch_prop_wins,AEC_DAILY_PROP_WINS_TITLE,AEC_DAILY_PROP_WIN_DESC,,,,1,,,,,,,,,,,,,
548,AEC_DAILY,daily_ch_prop_survive,AEC_DAILY_PROP_SURVIVOR_TITLE,AEC_DAILY_PROP_SURVIVOR_DESC,,,,2,AEC_UNIT_ROUNDS_SURVIVED,,,,,,,,,,,,
549,AEC_DAILY,daily_ch_earn_packages,AEC_DAILY_LUCK_IRISH_TITLE,AEC_DAILY_LUCK_IRISH_DESC,,,,3,AEC_UNIT_CARE_PACKAGES_CALLED_IN,,,,,,,,,,,,
550,AEC_DAILY,daily_ch_ground_skills,AEC_DAILY_GROUND_SKILLS_TITLE,AEC_DAILY_GROUND_SKILLS_DESC,,,,20,AEC_UNIT_KILLS,,,,,,,,,,,,
551,AEC_DAILY,daily_ch_ground_kills,AEC_DAILY_GROUND_KILLS_TITLE,AEC_DAILY_GROUND_KILLS_DESC,,,,35,AEC_UNIT_KILLS,,,,,,,,,,,,
552,AEC_DAILY,daily_ch_ground_multikills,AEC_DAILY_GROUND_MULTIKILLS_TITLE,AEC_DAILY_GROUND_MULTIKILLS_DESC,,,,10,AEC_UNIT_MULTIKILLS,,,,,,,,,,,,
553,AEC_WEEKLY,weekly_ch_thompson_loot2,AEC_WEEKLY_HANDLER_TITLE,AEC_WEEKLY_HANDLER_DESC,,,,100,AEC_UNIT_SILENCED_KILLS,,,,,,,,,,,,
554,AEC_WEEKLY,weekly_ch_bar_loot3,AEC_WEEKLY_OLD_CAPTAIN_TITLE,AEC_WEEKLY_OLD_CAPTAIN_DESC,,,,400,AEC_UNIT_ASSAULT_RIFLE_KILLS,,,,,,,,,,,,
555,AEC_WEEKLY,weekly_ch_kar98_loot3,AEC_DAILY_SNIPER_HEADSHOTS_TITLE,AEC_DAILY_SNIPER_HEADSHOTS_DESC,,,,75,AEC_UNIT_SNIPER_HEADSHOT_KILLS,,,,,,,,,,,,
556,AEC_WEEKLY,weekly_ch_winchester_loot2,AEC_WEEKLY_DISRUPTOR_TITLE,AEC_WEEKLY_DISRUPTOR_DESC,,,,100,AEC_UNIT_SHOTGUN_MULTIKILLS,,,,,,,,,,,,
557,AEC_CONTRACT,contract_15_headshots,AEC_CONTRACT_GLOBAL_HEADSHOT_TITLE,AEC_CONTRACT_GLOBAL_HEADSHOTS_DESC,,,,15,AEC_UNIT_HEADSHOTS,3600,0x5000068,,,,,,,,,,
558,AEC_CONTRACT,contract_95_kills,AEC_CONTRACT_GLOBAL_KILL_TITLE,AEC_CONTRACT_GLOBAL_KILLS_DESC,,,,95,AEC_UNIT_KILLS,3000,0x5000069,,,,,,,,,,
559,AEC_CONTRACT,contract_20_multikills,AEC_CONTRACT_GLOBAL_MULTIKILL_TITLE,AEC_CONTRACT_GLOBAL_MULTIKILL_DESC,,,,20,AEC_UNIT_MULTIKILLS,3600,0x500006a,,,,,,,,,,
560,AEC_CONTRACT,contract_50_kills_rifle,AEC_CONTRACT_RIFLE_KILLS_TITLE,AEC_CONTRACT_GLOBAL_RIFLE_KILLS_DESC,,,,50,AEC_UNIT_ASSAULT_RIFLE_KILLS,2400,0x500006b,,,,,,,,,,
561,AEC_CONTRACT,contract_50_kills_smg,AEC_CONTRACT_SMG_KILLS_TITLE,AEC_CONTRACT_GLOBAL_SMG_KILLS_DESC,,,,50,AEC_UNIT_SMG_KILLS,2400,0x500006c,,,,,,,,,,
562,AEC_CONTRACT,contract_50_kills_lmg,AEC_CONTRACT_LMG_KILLS_TITLE,AEC_CONTRACT_GLOBAL_LMG_KILLS_DESC,,,,50,AEC_UNIT_LMG_KILLS,2400,0x500006d,,,,,,,,,,
563,AEC_CONTRACT,contract_55_kills_hc,AEC_CONTRACT_HARCORE_KILLS_TITLE,AEC_CONTRACT_HARCORE_KILLS_DESC,,,,55,AEC_UNIT_KILLS,3600,0x500006e,,,,,,,,,,
564,AEC_CONTRACT,contract_25_kills_melee,AEC_CONTRACT_MELEE_KILLS_TITLE,AEC_WEEKLY_MELEE_KILLS_DESC,,,,25,AEC_UNIT_MELEE_KILLS,2400,0x500006f,,,,,,,,,,
565,AEC_CONTRACT,contract_30_kills_skills,AEC_CONTRACT_SKILL_KILLS_TITLE,AEC_CONTRACT_SKILL_KILLS_DESC,,,,30,AEC_UNIT_KILLS,3000,0x5000070,,,,,,,,,,
566,AEC_CONTRACT,contract_ch_mas38,AEC_CONTRACT_SPECIAL_SMG_TITLE,AEC_CONTRACT_GLOBAL_SMG_KILLS_DESC,,,,60,AEC_UNIT_SMG_KILLS,4500,0x5000071,,,,,,,,,,
567,AEC_CONTRACT,contract_ch_mg81,AEC_CONTRACT_SPECIAL_LMG_TITLE,AEC_DAILY_LMG_HEADSHOTS_DESC,,,,25,AEC_UNIT_LMG_HEADSHOT_KILLS,4800,0x5000072,,,,,,,,,,
569,AEC_SPECIAL,special_ch_epic_weapon_x2,AEC_SPECIAL_EPIC_WEAPON_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,85,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_2X_EPIC_WEAPON_BRIBE_REWARD,,,,,,,,
570,AEC_SPECIAL,special_ch_heroic_uniform,AEC_SPECIAL_HEROIC_UNIFORM_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,40,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
571,AEC_SPECIAL,special_ch_epic_weapon,AEC_SPECIAL_EPIC_WEAPON_BRIBE_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,40,AEC_UNIT_MATCHES_COMPLETED,,,,,,,,,,,,
572,AEC_SPECIAL,special_ch_st_pattys,AEC_SPECIAL_ST_PATTYS_DAY_TITLE,AEC_SPECIAL_WEAPON_DESC,,,,100,AEC_UNIT_MATCHES_COMPLETED,,,,AEC_SPECIAL_ST_PATTYS_DAY_REWARD,,,,,,,,
573,AEC_CONTRACT,contract_ch_sten,AEC_CONTRACT_STEN_TITLE,AEC_HEADSHOTS_SMG_DESC,,,,30,AEC_UNIT_HEADSHOTS,7200,0x5000073,,,,,,,,,,
574,AEC_CONTRACT,contract_ch_gewehr,AEC_CONTRACT_GEWEHR_TITLE,AEC_WEEKLY_OLD_CAPTAIN_DESC,,,,200,AEC_UNIT_ASSAULT_RIFLE_KILLS,7200,0x5000074,,,,,,,,,,
575,AEC_CONTRACT,contract_ch_gpmg,AEC_CONTRACT_GPMG_TITLE,AEC_DAILY_CROUCH_PRONE_DESC,,,,75,AEC_UNIT_KILLS,7200,0x5000075,,,,,,,,,,
576,AEC_CONTRACT,contract_ch_icepick,AEC_CONTRACT_ICEPICK_TITLE,AEC_WEEKLY_MELEE_KILLS_DESC,,,,50,AEC_UNIT_MELEE_KILLS,7200,0x5000076,,,,,,,,,,
577,AEC_CONTRACT,contract_ch_trenchknife,AEC_CONTRACT_TRENCHKNIFE_TITLE,AEC_OBJECTIVE_MELEE_KILL_DESC,,,,1,,7200,0x5000077,,,,,,,,,,
578,AEC_CONTRACT,contract_ch_volk,AEC_CONTRACT_VOLK_TITLE,AEC_CONTRACT_HARCORE_KILLS_DESC,,,,200,,7200,0x5000078,,,,,,,,,,
579,AEC_CONTRACT,contract_ch_orso,AEC_CONTRACT_ORSO_TITLE,AEC_WEEKLY_HANDLER_DESC,,,,65,AEC_UNIT_SILENCED_KILLS,7200,0x5000079,,,,,,,,,,
580,AEC_CONTRACT,contract_ch_combatknife,AEC_CONTRACT_COMBATKNIFE_TITLE,AEC_THROWING_KNIFE_KILLS_DESC,,,,10,AEC_UNIT_THROWING_KNIFE_KILLS,3600,0x500007a,,,,,,,,,,
581,AEC_CONTRACT,contract_ch_enfield,AEC_CONTRACT_ENFIELD_TITLE,AEC_WEEKLY_PISTOL_KILLS_DESC,,,,50,AEC_UNIT_PISTOL_KILLS,7200,0x500007b,,,,,,,,,,
582,AEC_CONTRACT,contract_ch_revolver,AEC_CONTRACT_REVOLVER_TITLE,AEC_SWITCH_WEAPON_KILL_DESC,,,,20,AEC_UNIT_KILLS,7200,0x500007c,,,,,,,,,,
583,AEC_DAILY,daily_ch_special_hub_targets,AEC_DAILY_HUB_TARGETS_TITLE,AEC_DAILY_HUB_TARGETS_DESC,,,,1,,,,,AEC_DAILY_SPECIAL_THEATER_REWARD,,,,,,,,
584,AEC_DAILY,daily_ch_ground_headshots_dlc2,AEC_DAILY_GROUND_HEADSHOTS_TITLE,AEC_DAILY_GROUND_HEADSHOTS_DESC,,,,15,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
585,AEC_DAILY,daily_ch_ground_bayonet_dlc2,AEC_DAILY_GROUND_BAYONET_TITLE,AEC_DAILY_GROUND_BAYONET_DESC,,,,10,AEC_UNIT_BAYONET_KILLS,,,,,,,,,,,,
586,AEC_DAILY,daily_ch_ground_silencer_dlc2,AEC_DAILY_GROUND_SILENCE_TITLE,AEC_DAILY_GROUND_SILENCE_DESC,,,,30,AEC_UNIT_SILENCED_KILLS,,,,,,,,,,,,
587,AEC_DAILY,daily_ch_ground_mounted_dlc2,AEC_DAILY_GROUND_MOUNTED_TITLE,AEC_DAILY_GROUND_MOUNTED_DESC,,,,25,AEC_UNIT_LMG_MOUNTED_KILLS,,,,,,,,,,,,
588,AEC_DAILY,daily_ch_ground_tacknife_dlc2,AEC_DAILY_GROUND_TACKNIFE_TITLE,AEC_DAILY_GROUND_TACKNIFE_DESC,,,,10,AEC_UNIT_TACKNIFE_KILLS,,,,,,,,,,,,
589,AEC_DAILY,daily_ch_ground_dragon_dlc2,AEC_DAILY_GROUND_DRAGON_TITLE,AEC_DAILY_GROUND_DRAGON_DESC,,,,20,AEC_UNIT_DRAGON_FIRE_KILLS,,,,,,,,,,,,
590,AEC_DAILY,daily_ch_war_kills,AEC_DAILY_WAR_KILLS_TITLE,AEC_CONTRACT_WAR_KILLS_DESC,,,,55,AEC_UNIT_KILLS,,,,,,,,,,,,
591,AEC_DAILY,daily_ch_dom_cap6,AEC_DAILY_DOM_CAP6_TITLE,AEC_DAILY_DOM_CAP6_DESC,,,,1,,,,,,,,,,,,,
592,AEC_DAILY,daily_ch_sd_melee,AEC_DAILY_SD_MELEE_TITLE,AEC_DAILY_SD_MELEE_DESC,,,,1,,,,,,,,,,,,,
593,AEC_DAILY,daily_ch_headshots2,AEC_DAILY_HEADSHOTS_TITLE,AEC_CONTRACT_HEADSHOTS_DESC,,,,15,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
594,AEC_DAILY,daily_ch_throwingknife_kills,AEC_DAILY_THROWINGKNIFE_TITLE,AEC_DAILY_THROWINGKNIFE_DESC,,,,3,AEC_UNIT_THROWING_KNIFE_KILLS,,,,,,,,,,,,
595,AEC_DAILY,daily_ch_multikills,AEC_WEEKLY_MULTI_KILL_TITLE,AEC_WEEKLY_MULTI_KILL_DESC,,,,15,AEC_UNIT_MULTIKILLS,,,,,,,,,,,,
596,AEC_DAILY,daily_ch_sd_plant,AEC_DAILY_SD_PLANTS_TITLE,AEC_DAILY_SD_PLANTS_DESC,,,,1,,,,,,,,,,,,,
597,AEC_DAILY,daily_ch_war_multikills,AEC_DAILY_WAR_MULTIKILLS_TITLE,AEC_DAILY_WAR_MULTIKILLS_DESC,,,,10,AEC_UNIT_MULTIKILLS,,,,,,,,,,,,
598,AEC_DAILY,daily_ch_war_headshots,AEC_DAILY_WAR_HEADSHOTS_TITLE,AEC_CONTRACT_WAR_HEADSHOTS_DESC,,,,15,AEC_UNIT_HEADSHOTS,,,,,,,,,,,,
599,AEC_WEEKLY,weekly_ch_ground_wins_dlc2,AEC_WEEKLY_GROUND_WINS_TITLE,AEC_WEEKLY_GROUND_WINS_DESC,,,,15,AEC_UNIT_WINS,,,,,,,,,,,,
600,AEC_WEEKLY,weekly_ch_ground_kills_dlc2,AEC_WEEKLY_GROUND_KILLS_TITLE,AEC_WEEKLY_GROUND_KILLS_DESC,,,,300,AEC_UNIT_KILLS,,,,,,,,,,,,
601,AEC_WEEKLY,weekly_ch_ground_streaks_dlc2,AEC_WEEKLY_GROUND_STREAKS_TITLE,AEC_WEEKLY_GROUND_STREAKS_DESC,,,,50,AEC_UNIT_SCORESTREAKS_ACTIVATED,,,,,,,,,,,,
602,AEC_WEEKLY,weekly_ch_10killstreaks_dlc2,AEC_WEEKLY_10KILLSTREAKS_TITLE,AEC_WEEKLY_10KILLSTREAKS_DESC,,,,3,AEC_UNIT_MEDALS_EARNED,,,,,,,,,,,,
603,AEC_WEEKLY,weekly_ch_hipfire_dlc2,AEC_WEEKLY_HIPFIRE_TITLE,AEC_WEEKLY_HIPFIRE_DESC,,,,150,AEC_UNIT_HIPFIRE_KILLS,,,,,,,,,,,,
604,AEC_WEEKLY,weekly_ch_hc_kills_dlc2,AEC_WEEKLY_HC_KILLS_TITLE,AEC_CONTRACT_HARCORE_KILLS_DESC,,,,350,AEC_UNIT_KILLS,,,,,,,,,,,,
605,AEC_WEEKLY,weekly_ch_wins_dlc2,AEC_WEEKLY_WINS_TITLE,AEC_WEEKLY_WINS_DESC,,,,30,AEC_UNIT_WINS,,,,,,,,,,,,
606,AEC_WEEKLY,weekly_ch_kills_dlc2,AEC_WEEKLY_KILLS_TITLE,AEC_WEEKLY_KILLS_DESC,,,,500,AEC_UNIT_KILLS,,,,,,,,,,,,
607,AEC_WEEKLY,weekly_ch_streaks_dlc2,AEC_WEEKLY_STREAKS_TITLE,AEC_WEEKLY_SCORESTREAK_USE_DESC,,,,30,AEC_UNIT_SCORESTREAKS_ACTIVATED,,,,,,,,,,,,
608,AEC_CONTRACT,contract_55_kills_kc_dlc2,AEC_CONTRACT_KC_KILLS_TITLE,AEC_CONTRACT_KC_KILLS_DESC,,,,55,AEC_UNIT_KILLS,3600,0x500007d,,,,,,,,,,
609,AEC_CONTRACT,contract_60_kills_war_dlc2,AEC_CONTRACT_WAR_KILL_TITLE,AEC_CONTRACT_WAR_KILLS_DESC,,,,60,AEC_UNIT_KILLS,3600,0x500007e,,,,,,,,,,
610,AEC_CONTRACT,contract_30_kills_pistols_dlc2,AEC_CONTRACT_PISTOL_KILL_TITLE,AEC_WEEKLY_PISTOL_KILLS_DESC,,,,30,AEC_UNIT_PISTOL_KILLS,3600,0x500007f,,,,,,,,,,
611,AEC_CONTRACT,contract_90_kills_dlc2,AEC_CONTRACT_GLOBAL_KILL_TITLE,AEC_WEEKLY_KILLS_DESC,,,,90,AEC_UNIT_KILLS,3600,0x5000080,,,,,,,,,,
612,AEC_CONTRACT,contract_60_kills_dom_dlc2,AEC_CONTRACT_DOM_KILL_TITLE,AEC_WEEKLY_DOM_KILLS_DESC,,,,50,AEC_UNIT_KILLS,3600,0x5000081,,,,,,,,,,
613,AEC_CONTRACT,contract_55_kills_tdm_dlc2,AEC_CONTRACT_TDM_KILL_TITLE,AEC_CONTRACT_TDM_KILLS_DESC,,,,50,AEC_UNIT_KILLS,3600,0x5000082,,,,,,,,,,
