col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,
ch_camo_wz35_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX10_CAMO_WZ35_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,11514,,,,,,,,,,,,,,,ch_camo_mastery_wz35_mp,,,,,,
ch_camoT2_revenge_wz35_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX10_CAMO_REVENGE_WZ35_DESC,,1,camo_total_mastery,0,ch_camo_wz35_mp,,10,2000,,,,,,,,,,,,,,,,,11515,,,,,,,,,,,,,,,ch_camo_mastery_wz35_mp,,,,,,
ch_camoT2_maindivision_wz35_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX10_CAMO_MAINDIVISION_WZ35,,1,camo_total_mastery,0,ch_camo_wz35_mp,,50,2000,,,,,,,,,,,,,,,,,11516,,,,,,,,,,,,,,,ch_camo_mastery_wz35_mp,,,,,,
ch_camoT2_altdivision_wz35_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX10_CAMO_ALTDIVISION_WZ35,,1,camo_total_mastery,0,ch_camo_wz35_mp,,50,2000,,,,,,,,,,,,,,,,,11517,,,,,,,,,,,,,,,ch_camo_mastery_wz35_mp,,,,,,
ch_camoT2_doublekill_wz35_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX10_CAMO_DOUBLEKILL_WZ35,,1,camo_total_mastery,0,ch_camo_wz35_mp,,5,2000,,,,,,,,,,,,,,,,,11518,,,,,,,,,,,,,,,ch_camo_mastery_wz35_mp,,,,,,
ch_camoT2_killstreak5_wz35_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX10_CAMO_KILLSTREAK5_WZ35,,1,camo_total_mastery,0,ch_camo_wz35_mp,,5,2000,,,,,,,,,,,,,,,,,11519,,,,,,,,,,,,,,,ch_camo_mastery_wz35_mp,,,,,,
ch_camo_mastery_wz35_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX10_CAMO_MASTERY_WZ35,,1,camo_total_mastery,0,ch_camo_wz35_mp,,6,5000,,,,,,,,,,,,,,,,,11520,,,,,,,,,,,,,,,,,,,,,
ch_camoT3_doublekill_wz35_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX10_CAMO_DOUBLEKILL_WZ35,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,11521,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_headshot_wz35_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX10_CAMO_HEADSHOT_WZ35,,1,camo_total_mastery,0,,,100,2000,,,,,,,,,,,,,,,,,11522,,,,,,,,,,,,,,,,,,,,,
ch_camo_wimmer_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_WIMMER_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,11524,,,,,,,,,,,,,,,ch_camo_mastery_wimmer_mp,,,,,,
ch_camoT2_longshot_wimmer_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_LONGSHOT_WIMMER_DESC,,1,camo_total_mastery,0,ch_camo_wimmer_mp,,10,2000,,,,,,,,,,,,,,,,,11525,,,,,,,,,,,,,,,ch_camo_mastery_wimmer_mp,,,,,,
ch_camoT2_maindivision_wimmer_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_MAINDIVISION_WIMMER,,1,camo_total_mastery,0,ch_camo_wimmer_mp,,50,2000,,,,,,,,,,,,,,,,,11526,,,,,,,,,,,,,,,ch_camo_mastery_wimmer_mp,,,,,,
ch_camoT2_altdivision_wimmer_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_ALTDIVISION_WIMMER,,1,camo_total_mastery,0,ch_camo_wimmer_mp,,50,2000,,,,,,,,,,,,,,,,,11527,,,,,,,,,,,,,,,ch_camo_mastery_wimmer_mp,,,,,,
ch_camoT2_doublekill_wimmer_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_DOUBLEKILL_WIMMER,,1,camo_total_mastery,0,ch_camo_wimmer_mp,,5,2000,,,,,,,,,,,,,,,,,11528,,,,,,,,,,,,,,,ch_camo_mastery_wimmer_mp,,,,,,
ch_camoT2_killstreak5_wimmer_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_KILLSTREAK5_WIMMER,,1,camo_total_mastery,0,ch_camo_wimmer_mp,,5,2000,,,,,,,,,,,,,,,,,11529,,,,,,,,,,,,,,,ch_camo_mastery_wimmer_mp,,,,,,
ch_camo_mastery_wimmer_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_MASTERY_WIMMER,,1,camo_total_mastery,0,ch_camo_wimmer_mp,,6,5000,,,,,,,,,,,,,,,,,11530,,,,,,,,,,,,,,,,,,,,,
ch_camoT3_doublekill_wimmer_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_DOUBLEKILL_WIMMER,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,11531,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_triplekill_wimmer_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_TRIPLEKILL_WIMMER,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,11532,,,,,,,,,,,,,,,,,,,,,
ch_camo_m2hyde_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_M2HYDE_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,11534,,,,,,,,,,,,,,,ch_camo_mastery_m2hyde_mp,,,,,,
ch_camoT2_revenge_m2hyde_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_REVENGE_M2HYDE_DESC,,1,camo_total_mastery,0,ch_camo_m2hyde_mp,,10,2000,,,,,,,,,,,,,,,,,11535,,,,,,,,,,,,,,,ch_camo_mastery_m2hyde_mp,,,,,,
ch_camoT2_maindivision_m2hyde_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_MAINDIVISION_M2HYDE,,1,camo_total_mastery,0,ch_camo_m2hyde_mp,,50,2000,,,,,,,,,,,,,,,,,11536,,,,,,,,,,,,,,,ch_camo_mastery_m2hyde_mp,,,,,,
ch_camoT2_altdivision_m2hyde_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_ALTDIVISION_M2HYDE,,1,camo_total_mastery,0,ch_camo_m2hyde_mp,,50,2000,,,,,,,,,,,,,,,,,11537,,,,,,,,,,,,,,,ch_camo_mastery_m2hyde_mp,,,,,,
ch_camoT2_doublekill_m2hyde_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_DOUBLEKILL_M2HYDE,,1,camo_total_mastery,0,ch_camo_m2hyde_mp,,5,2000,,,,,,,,,,,,,,,,,11538,,,,,,,,,,,,,,,ch_camo_mastery_m2hyde_mp,,,,,,
ch_camoT2_killstreak5_m2hyde_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_KILLSTREAK5_M2HYDE,,1,camo_total_mastery,0,ch_camo_m2hyde_mp,,5,2000,,,,,,,,,,,,,,,,,11539,,,,,,,,,,,,,,,ch_camo_mastery_m2hyde_mp,,,,,,
ch_camo_mastery_m2hyde_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_MASTERY_M2HYDE,,1,camo_total_mastery,0,ch_camo_m2hyde_mp,,6,5000,,,,,,,,,,,,,,,,,11540,,,,,,,,,,,,,,,,,,,,,
ch_camoT3_doublekill_m2hyde_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_DOUBLEKILL_M2HYDE,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,11541,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_triplekill_m2hyde_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_TRIPLEKILL_M2HYDE,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,11542,,,,,,,,,,,,,,,,,,,,,
ch_camo_austen_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_AUSTEN_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,11544,,,,,,,,,,,,,,,ch_camo_mastery_austen_mp,,,,,,
ch_camoT2_revenge_austen_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_REVENGE_AUSTEN_DESC,,1,camo_total_mastery,0,ch_camo_austen_mp,,10,2000,,,,,,,,,,,,,,,,,11545,,,,,,,,,,,,,,,ch_camo_mastery_austen_mp,,,,,,
ch_camoT2_maindivision_austen_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_MAINDIVISION_AUSTEN,,1,camo_total_mastery,0,ch_camo_austen_mp,,50,2000,,,,,,,,,,,,,,,,,11546,,,,,,,,,,,,,,,ch_camo_mastery_austen_mp,,,,,,
ch_camoT2_altdivision_austen_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_ALTDIVISION_AUSTEN,,1,camo_total_mastery,0,ch_camo_austen_mp,,50,2000,,,,,,,,,,,,,,,,,11547,,,,,,,,,,,,,,,ch_camo_mastery_austen_mp,,,,,,
ch_camoT2_doublekill_austen_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_DOUBLEKILL_AUSTEN,,1,camo_total_mastery,0,ch_camo_austen_mp,,5,2000,,,,,,,,,,,,,,,,,11548,,,,,,,,,,,,,,,ch_camo_mastery_austen_mp,,,,,,
ch_camoT2_killstreak5_austen_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_KILLSTREAK5_AUSTEN,,1,camo_total_mastery,0,ch_camo_austen_mp,,5,2000,,,,,,,,,,,,,,,,,11549,,,,,,,,,,,,,,,ch_camo_mastery_austen_mp,,,,,,
ch_camo_mastery_austen_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_MASTERY_AUSTEN,,1,camo_total_mastery,0,ch_camo_austen_mp,,6,5000,,,,,,,,,,,,,,,,,11550,,,,,,,,,,,,,,,,,,,,,
ch_camoT3_doublekill_austen_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_DOUBLEKILL_AUSTEN,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,11551,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_triplekill_austen_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_TRIPLEKILL_AUSTEN,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,11552,,,,,,,,,,,,,,,,,,,,,
ch_camo_chatelleroult_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_CHATELLEROULT_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,11554,,,,,,,,,,,,,,,ch_camo_mastery_chatelleroult_mp,,,,,,
ch_camoT2_revenge_chatelleroult_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_REVENGE_CHATELLEROULT_DESC,,1,camo_total_mastery,0,ch_camo_chatelleroult_mp,,10,2000,,,,,,,,,,,,,,,,,11555,,,,,,,,,,,,,,,ch_camo_mastery_chatelleroult_mp,,,,,,
ch_camoT2_maindivision_chatelleroult_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_MAINDIVISION_CHATELLEROULT,,1,camo_total_mastery,0,ch_camo_chatelleroult_mp,,50,2000,,,,,,,,,,,,,,,,,11556,,,,,,,,,,,,,,,ch_camo_mastery_chatelleroult_mp,,,,,,
ch_camoT2_altdivision_chatelleroult_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_ALTDIVISION_CHATELLEROULT,,1,camo_total_mastery,0,ch_camo_chatelleroult_mp,,50,2000,,,,,,,,,,,,,,,,,11557,,,,,,,,,,,,,,,ch_camo_mastery_chatelleroult_mp,,,,,,
ch_camoT2_doublekill_chatelleroult_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_DOUBLEKILL_CHATELLEROULT,,1,camo_total_mastery,0,ch_camo_chatelleroult_mp,,5,2000,,,,,,,,,,,,,,,,,11558,,,,,,,,,,,,,,,ch_camo_mastery_chatelleroult_mp,,,,,,
ch_camoT2_killstreak5_chatelleroult_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_KILLSTREAK5_CHATELLEROULT,,1,camo_total_mastery,0,ch_camo_chatelleroult_mp,,5,2000,,,,,,,,,,,,,,,,,11559,,,,,,,,,,,,,,,ch_camo_mastery_chatelleroult_mp,,,,,,
ch_camo_mastery_chatelleroult_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_MASTERY_CHATELLEROULT,,1,camo_total_mastery,0,ch_camo_chatelleroult_mp,,6,5000,,,,,,,,,,,,,,,,,11560,,,,,,,,,,,,,,,,,,,,,
ch_camoT3_doublekill_chatelleroult_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_DOUBLEKILL_CHATELLEROULT,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,11561,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_triplekill_chatelleroult_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_TRIPLEKILL_CHATELLEROULT,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,11562,,,,,,,,,,,,,,,,,,,,,
ch_camo_mas36_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_MAS36_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,11564,,,,,,,,,,,,,,,ch_camo_mastery_mas36_mp,,,,,,
ch_camoT2_revenge_mas36_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_REVENGE_MAS36_DESC,,1,camo_total_mastery,0,ch_camo_mas36_mp,,10,2000,,,,,,,,,,,,,,,,,11565,,,,,,,,,,,,,,,ch_camo_mastery_mas36_mp,,,,,,
ch_camoT2_maindivision_mas36_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_MAINDIVISION_MAS36,,1,camo_total_mastery,0,ch_camo_mas36_mp,,50,2000,,,,,,,,,,,,,,,,,11566,,,,,,,,,,,,,,,ch_camo_mastery_mas36_mp,,,,,,
ch_camoT2_altdivision_mas36_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_ALTDIVISION_MAS36,,1,camo_total_mastery,0,ch_camo_mas36_mp,,50,2000,,,,,,,,,,,,,,,,,11567,,,,,,,,,,,,,,,ch_camo_mastery_mas36_mp,,,,,,
ch_camoT2_doublekill_mas36_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_DOUBLEKILL_MAS36,,1,camo_total_mastery,0,ch_camo_mas36_mp,,5,2000,,,,,,,,,,,,,,,,,11568,,,,,,,,,,,,,,,ch_camo_mastery_mas36_mp,,,,,,
ch_camoT2_killstreak5_mas36_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_KILLSTREAK5_MAS36,,1,camo_total_mastery,0,ch_camo_mas36_mp,,5,2000,,,,,,,,,,,,,,,,,11569,,,,,,,,,,,,,,,ch_camo_mastery_mas36_mp,,,,,,
ch_camo_mastery_mas36_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_MASTERY_MAS36,,1,camo_total_mastery,0,ch_camo_mas36_mp,,6,5000,,,,,,,,,,,,,,,,,11570,,,,,,,,,,,,,,,,,,,,,
ch_camoT3_doublekill_mas36_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_DOUBLEKILL_MAS36,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,11571,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_headshot_mas36_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX11_CAMO_HEADSHOT_MAS36,,1,camo_total_mastery,0,,,100,2000,,,,,,,,,,,,,,,,,11572,,,,,,,,,,,,,,,,,,,,,
ch_camo_grofuss_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_GROFUSS_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,11574,,,,,,,,,,,,,,,ch_camo_mastery_grofuss_mp,,,,,,
ch_camoT2_longshot_grofuss_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_LONGSHOT_GROFUSS_DESC,,1,camo_total_mastery,0,ch_camo_grofuss_mp,,10,2000,,,,,,,,,,,,,,,,,11575,,,,,,,,,,,,,,,ch_camo_mastery_grofuss_mp,,,,,,
ch_camoT2_maindivision_grofuss_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_MAINDIVISION_GROFUSS,,1,camo_total_mastery,0,ch_camo_grofuss_mp,,50,2000,,,,,,,,,,,,,,,,,11576,,,,,,,,,,,,,,,ch_camo_mastery_grofuss_mp,,,,,,
ch_camoT2_altdivision_grofuss_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_ALTDIVISION_GROFUSS,,1,camo_total_mastery,0,ch_camo_grofuss_mp,,50,2000,,,,,,,,,,,,,,,,,11577,,,,,,,,,,,,,,,ch_camo_mastery_grofuss_mp,,,,,,
ch_camoT2_doublekill_grofuss_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_DOUBLEKILL_GROFUSS,,1,camo_total_mastery,0,ch_camo_grofuss_mp,,5,2000,,,,,,,,,,,,,,,,,11578,,,,,,,,,,,,,,,ch_camo_mastery_grofuss_mp,,,,,,
ch_camoT2_killstreak5_grofuss_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_KILLSTREAK5_GROFUSS,,1,camo_total_mastery,0,ch_camo_grofuss_mp,,5,2000,,,,,,,,,,,,,,,,,11579,,,,,,,,,,,,,,,ch_camo_mastery_grofuss_mp,,,,,,
ch_camo_mastery_grofuss_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_MASTERY_GROFUSS,,1,camo_total_mastery,0,ch_camo_grofuss_mp,,6,5000,,,,,,,,,,,,,,,,,11580,,,,,,,,,,,,,,,,,,,,,
ch_camoT3_doublekill_grofuss_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_DOUBLEKILL_GROFUSS,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,11581,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_triplekill_grofuss_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_TRIPLEKILL_GROFUSS,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,11582,,,,,,,,,,,,,,,,,,,,,
ch_camo_bechowiec_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_BECHOWIEC_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,11584,,,,,,,,,,,,,,,ch_camo_mastery_bechowiec_mp,,,,,,
ch_camoT2_revenge_bechowiec_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_REVENGE_BECHOWIEC_DESC,,1,camo_total_mastery,0,ch_camo_bechowiec_mp,,10,2000,,,,,,,,,,,,,,,,,11585,,,,,,,,,,,,,,,ch_camo_mastery_bechowiec_mp,,,,,,
ch_camoT2_maindivision_bechowiec_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_MAINDIVISION_BECHOWIEC,,1,camo_total_mastery,0,ch_camo_bechowiec_mp,,50,2000,,,,,,,,,,,,,,,,,11586,,,,,,,,,,,,,,,ch_camo_mastery_bechowiec_mp,,,,,,
ch_camoT2_altdivision_bechowiec_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_ALTDIVISION_BECHOWIEC,,1,camo_total_mastery,0,ch_camo_bechowiec_mp,,50,2000,,,,,,,,,,,,,,,,,11587,,,,,,,,,,,,,,,ch_camo_mastery_bechowiec_mp,,,,,,
ch_camoT2_doublekill_bechowiec_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_DOUBLEKILL_BECHOWIEC,,1,camo_total_mastery,0,ch_camo_bechowiec_mp,,5,2000,,,,,,,,,,,,,,,,,11588,,,,,,,,,,,,,,,ch_camo_mastery_bechowiec_mp,,,,,,
ch_camoT2_killstreak5_bechowiec_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_KILLSTREAK5_BECHOWIEC,,1,camo_total_mastery,0,ch_camo_bechowiec_mp,,5,2000,,,,,,,,,,,,,,,,,11589,,,,,,,,,,,,,,,ch_camo_mastery_bechowiec_mp,,,,,,
ch_camo_mastery_bechowiec_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_MASTERY_BECHOWIEC,,1,camo_total_mastery,0,ch_camo_bechowiec_mp,,6,5000,,,,,,,,,,,,,,,,,11590,,,,,,,,,,,,,,,,,,,,,
ch_camoT3_doublekill_bechowiec_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_DOUBLEKILL_BECHOWIEC,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,11591,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_triplekill_bechowiec_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_MTX12_CAMO_TRIPLEKILL_BECHOWIEC,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,11592,,,,,,,,,,,,,,,,,,,,,
ch_reticle_nydar_kill_m1941_mp,CHALLENGE_RETICLE_KILL_NYDAR,CHALLENGE_RETICLE_KILL_NYDAR_DESC,,1,opticsreddot,0,,,50,250,100,500,200,750,300,1000,400,2500,500,5000,,,,,,,7152,,,,,,,,,,,,,,,ch_reticle_mastery,,,,,,
ch_reticle_nydar_headshot_m1941_mp,CHALLENGE_RETICLE_HEADSHOT_NYDAR,CHALLENGE_RETICLE_HEADSHOT_NYDAR_DESC,,1,opticsreddot,0,ch_reticle_nydar_kill_m1941_mp,,25,2500,,,,,,,,,,,,,,,,,7153,,,,,,,,,,,,,,,ch_reticle_mastery,,,,,,
ch_reticle_nydar_longshot_m1941_mp,CHALLENGE_RETICLE_LONGSHOT_NYDAR,CHALLENGE_RETICLE_LONGSHOT_NYDAR_DESC,,1,opticsreddot,0,ch_reticle_nydar_kill_m1941_mp,,10,2500,,,,,,,,,,,,,,,,,7154,,,,,,,,,,,,,,,ch_reticle_mastery,,,,,,
ch_reticle_nydar_doublekill_m1941_mp,CHALLENGE_RETICLE_DOUBLE_NYDAR,CHALLENGE_RETICLE_DOUBLE_NYDAR_DESC,,1,opticsreddot,0,ch_reticle_nydar_kill_m1941_mp,,20,2500,,,,,,,,,,,,,,,,,7155,,,,,,,,,,,,,,,ch_reticle_mastery,,,,,,
ch_reticle_nydar_streaking_m1941_mp,CHALLENGE_RETICLE_STREAKING_NYDAR,CHALLENGE_RETICLE_STREAKING_NYDAR_DESC,,1,opticsreddot,0,ch_reticle_nydar_kill_m1941_mp,,10,2500,,,,,,,,,,,,,,,,,7156,,,,,,,,,,,,,,,ch_reticle_mastery,,,,,,
ch_reticle_optic_kill_m1941_mp,CHALLENGE_RETICLE_KILL_OPTIC,CHALLENGE_RETICLE_KILL_OPTIC_DESC,,1,opticsreddot,0,,,50,250,100,500,200,750,300,1000,400,2500,500,5000,,,,,,,7157,,,,,,,,,,,,,,,ch_reticle_mastery,,,,,,
ch_reticle_optic_headshot_m1941_mp,CHALLENGE_RETICLE_HEADSHOT_OPTIC,CHALLENGE_RETICLE_HEADSHOT_OPTIC_DESC,,1,opticsreddot,0,ch_reticle_optic_kill_m1941_mp,,25,2500,,,,,,,,,,,,,,,,,7158,,,,,,,,,,,,,,,ch_reticle_mastery,,,,,,
ch_reticle_optic_longshot_m1941_mp,CHALLENGE_RETICLE_LONGSHOT_OPTIC,CHALLENGE_RETICLE_LONGSHOT_OPTIC_DESC,,1,opticsreddot,0,ch_reticle_optic_kill_m1941_mp,,10,2500,,,,,,,,,,,,,,,,,7159,,,,,,,,,,,,,,,ch_reticle_mastery,,,,,,
ch_reticle_optic_doublekill_m1941_mp,CHALLENGE_RETICLE_DOUBLE_OPTIC,CHALLENGE_RETICLE_DOUBLE_OPTIC_DESC,,1,opticsreddot,0,ch_reticle_optic_kill_m1941_mp,,20,2500,,,,,,,,,,,,,,,,,7160,,,,,,,,,,,,,,,ch_reticle_mastery,,,,,,
ch_reticle_optic_streaking_m1941_mp,CHALLENGE_RETICLE_STREAKING_OPTIC,CHALLENGE_RETICLE_STREAKING_OPTIC_DESC,,1,opticsreddot,0,ch_reticle_optic_kill_m1941_mp,,10,2500,,,,,,,,,,,,,,,,,7161,,,,,,,,,,,,,,,ch_reticle_mastery,,,,,,
ch_reticle_nydar_kill_m1garand_mp,CHALLENGE_RETICLE_KILL_NYDAR,CHALLENGE_RETICLE_KILL_NYDAR_DESC,,1,opticsreddot,0,,,50,250,100,500,200,750,300,1000,400,2500,500,5000,,,,,,,7162,,,,,,,,,,,,,,,ch_reticle_mastery,,,,,,
ch_reticle_nydar_headshot_m1garand_mp,CHALLENGE_RETICLE_HEADSHOT_NYDAR,CHALLENGE_RETICLE_HEADSHOT_NYDAR_DESC,,1,opticsreddot,0,ch_reticle_nydar_kill_m1garand_mp,,25,2500,,,,,,,,,,,,,,,,,7163,,,,,,,,,,,,,,,ch_reticle_mastery,,,,,,
ch_reticle_nydar_longshot_m1garand_mp,CHALLENGE_RETICLE_LONGSHOT_NYDAR,CHALLENGE_RETICLE_LONGSHOT_NYDAR_DESC,,1,opticsreddot,0,ch_reticle_nydar_kill_m1garand_mp,,10,2500,,,,,,,,,,,,,,,,,7164,,,,,,,,,,,,,,,ch_reticle_mastery,,,,,,
