a1,b2,c3,d4,e5,f6,g7,h8,i9,j10,k11,l12,
m1941 brownspot,weaponCamo,0,ch_camo_m1941_mp_2,,,,,,,,,
m1941 camo_pap_04,weaponCamo,0,,,,,,,,,,
m1941 chrome,weaponCamo,0,ch_camo_mastery,,,,,,,,,
m1941 chrome_tiger,weaponCamo,0,ch_camo_prestige_mastery,,,,,,,,,
m1941 copper,weaponCamo,0,ch_camoT2_killstreak5_m1941_mp,,,,,,,,,
m1941 diamond,weaponCamo,0,ch_camo_mastery_ar,,,,,,,,,
m1941 gold,weaponCamo,0,ch_camo_mastery_m1941_mp,,,,,,,,,
m1941 gold_cheetah,weaponCamo,0,ch_camoT4_triplekill_m1941_mp,,,,,,,,,
m1941 gold_leopard,weaponCamo,0,ch_camoT3_doublekill_m1941_mp,,,,,,,,,
m1941 greenspot,weaponCamo,0,ch_camo_m1941_mp_1,,,,,,,,,
m1941 heeres,weaponCamo,0,ch_camo_m1941_mp_3,,,,,,,,,
m1941 leibermuster,weaponCamo,0,ch_camo_m1941_mp_4,,,,,,,,,
m1941 leopard,weaponCamo,0,ch_camoT2_altdivision_m1941_mp,,,,,,,,,
m1941 m1916,weaponCamo,0,ch_camoT2_longshot_m1941_mp,,,,,,,,,
m1941 oakleaf,weaponCamo,0,ch_camo_m1941_mp_6,,,,,,,,,
m1941 palmtree,weaponCamo,0,ch_camo_m1941_mp_7,,,,,,,,,
m1941 panzer,weaponCamo,0,ch_camo_m1941_mp_9,,,,,,,,,
m1941 peapattern,weaponCamo,0,ch_camo_m1941_mp_5,,,,,,,,,
m1941 planetree,weaponCamo,0,ch_camo_m1941_mp_8,,,,,,,,,
m1941 ret1_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1941_mp_1,,,,,,,,,
m1941 ret1_scope,weaponReticle,0,ch_reticle_optic_kill_m1941_mp_1,,,,,,,,,
m1941 ret10_reflex,weaponReticle,0,ch_reticle_nydar_streaking_m1941_mp,,,,,,,,,
m1941 ret10_scope,weaponReticle,0,ch_reticle_optic_streaking_m1941_mp,,,,,,,,,
m1941 ret2_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1941_mp_2,,,,,,,,,
m1941 ret2_scope,weaponReticle,0,ch_reticle_optic_kill_m1941_mp_2,,,,,,,,,
m1941 ret3_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1941_mp_3,,,,,,,,,
m1941 ret3_scope,weaponReticle,0,ch_reticle_optic_kill_m1941_mp_3,,,,,,,,,
m1941 ret4_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1941_mp_4,,,,,,,,,
m1941 ret4_scope,weaponReticle,0,ch_reticle_optic_kill_m1941_mp_4,,,,,,,,,
m1941 ret5_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1941_mp_5,,,,,,,,,
m1941 ret5_scope,weaponReticle,0,ch_reticle_optic_kill_m1941_mp_5,,,,,,,,,
m1941 ret6_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1941_mp_6,,,,,,,,,
m1941 ret6_scope,weaponReticle,0,ch_reticle_optic_kill_m1941_mp_6,,,,,,,,,
m1941 ret7_reflex,weaponReticle,0,ch_reticle_nydar_headshot_m1941_mp,,,,,,,,,
m1941 ret7_scope,weaponReticle,0,ch_reticle_optic_headshot_m1941_mp,,,,,,,,,
m1941 ret8_reflex,weaponReticle,0,ch_reticle_nydar_longshot_m1941_mp,,,,,,,,,
m1941 ret8_scope,weaponReticle,0,ch_reticle_optic_longshot_m1941_mp,,,,,,,,,
m1941 ret9_reflex,weaponReticle,0,ch_reticle_nydar_doublekill_m1941_mp,,,,,,,,,
m1941 ret9_scope,weaponReticle,0,ch_reticle_optic_doublekill_m1941_mp,,,,,,,,,
m1941 snow,weaponCamo,0,ch_camoT2_maindivision_m1941_mp,,,,,,,,,
m1941 zom_amp,loot,0,,,,,,,,,,
m1941 zom_amp_02,weaponCamo,0,,,,,,,,,,
m1941 zom_amp_03,loot,0,,,,,,,,,,
m1941 zom_amp_04,weaponCamo,0,,,,,,,,,,
m1941 zom_amp_05,weaponCamo,0,,,,,,,,,,
m1941 zom_camo_01,weaponCamo,0,,,,,,,,,,
m1941 zom_dlc2_rune_01,weaponCamo,0,,,,,,,,,,
m1941 zom_fog_01,loot,0,,,,,,,,,,
m1941 zom_frontline_01,weaponCamo,0,,,,,,,,,,
m1941 zom_madmin_01,weaponCamo,0,,,,,,,,,,
m1941 zom_preorder,loot,0,,,,,,,0x800092,,,
m1941 zom_skin_01,loot,0,,,,,,,,,,
m1941 zom_spat_01,weaponCamo,0,,,,,,,,,,
m1941 zom_spat_02,weaponCamo,0,,,,,,,,,,
m1941 zom_spat_03,weaponCamo,0,,,,,,,,,,
m1941 zom_twitch,weaponCamo,0,,,,,,,,,,
m1941_loot0_mp,loot,0,,,,,,,,,,
m1941_loot1_mp,loot,0,,,,,,,,,,
m1941_loot2_mp,loot,0,,,,,,,,,,
m1941_loot3_mp,loot,0,,,,,,,,,,
m1941_mp,weapon,0,,,,,,,,,,
m1a1 bronze,weaponCamo,0,ch_camoT2_doublekill_m1a1_mp,,,,,,,,,
m1a1 brownspot,weaponCamo,0,ch_camo_m1a1_mp_2,,,,,,,,,
m1a1 camo_pap_04,weaponCamo,0,,,,,,,,,,
m1a1 chrome,weaponCamo,0,ch_camo_mastery,,,,,,,,,
m1a1 chrome_tiger,weaponCamo,0,ch_camo_prestige_mastery,,,,,,,,,
m1a1 copper,weaponCamo,0,ch_camoT2_killstreak5_m1a1_mp,,,,,,,,,
m1a1 diamond,weaponCamo,0,ch_camo_mastery_ar,,,,,,,,,
m1a1 gold,weaponCamo,0,ch_camo_mastery_m1a1_mp,,,,,,,,,
m1a1 gold_cheetah,weaponCamo,0,ch_camoT4_triplekill_m1a1_mp,,,,,,,,,
m1a1 gold_leopard,weaponCamo,0,ch_camoT3_doublekill_m1a1_mp,,,,,,,,,
m1a1 greenspot,weaponCamo,0,ch_camo_m1a1_mp_1,,,,,,,,,
m1a1 heeres,weaponCamo,0,ch_camo_m1a1_mp_3,,,,,,,,,
m1a1 leibermuster,weaponCamo,0,ch_camo_m1a1_mp_4,,,,,,,,,
m1a1 leopard,weaponCamo,0,ch_camoT2_altdivision_m1a1_mp,,,,,,,,,
m1a1 m1916,weaponCamo,0,ch_camoT2_longshot_m1a1_mp,,,,,,,,,
m1a1 oakleaf,weaponCamo,0,ch_camo_m1a1_mp_6,,,,,,,,,
m1a1 palmtree,weaponCamo,0,ch_camo_m1a1_mp_7,,,,,,,,,
m1a1 panzer,weaponCamo,0,ch_camo_m1a1_mp_9,,,,,,,,,
m1a1 peapattern,weaponCamo,0,ch_camo_m1a1_mp_5,,,,,,,,,
m1a1 planetree,weaponCamo,0,ch_camo_m1a1_mp_8,,,,,,,,,
m1a1 ret1_lens,weaponReticle,0,ch_reticle_lens_kill_m1a1_mp_1,,,,,,,,,
m1a1 ret1_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1a1_mp_1,,,,,,,,,
m1a1 ret1_scope,weaponReticle,0,ch_reticle_optic_kill_m1a1_mp_1,,,,,,,,,
m1a1 ret10_lens,weaponReticle,0,ch_reticle_lens_streaking_m1a1_mp,,,,,,,,,
m1a1 ret10_reflex,weaponReticle,0,ch_reticle_nydar_streaking_m1a1_mp,,,,,,,,,
m1a1 ret10_scope,weaponReticle,0,ch_reticle_optic_streaking_m1a1_mp,,,,,,,,,
m1a1 ret2_lens,weaponReticle,0,ch_reticle_lens_kill_m1a1_mp_2,,,,,,,,,
m1a1 ret2_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1a1_mp_2,,,,,,,,,
m1a1 ret2_scope,weaponReticle,0,ch_reticle_optic_kill_m1a1_mp_2,,,,,,,,,
m1a1 ret3_lens,weaponReticle,0,ch_reticle_lens_kill_m1a1_mp_3,,,,,,,,,
m1a1 ret3_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1a1_mp_3,,,,,,,,,
m1a1 ret3_scope,weaponReticle,0,ch_reticle_optic_kill_m1a1_mp_3,,,,,,,,,
m1a1 ret4_lens,weaponReticle,0,ch_reticle_lens_kill_m1a1_mp_4,,,,,,,,,
m1a1 ret4_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1a1_mp_4,,,,,,,,,
m1a1 ret4_scope,weaponReticle,0,ch_reticle_optic_kill_m1a1_mp_4,,,,,,,,,
m1a1 ret5_lens,weaponReticle,0,ch_reticle_lens_kill_m1a1_mp_5,,,,,,,,,
m1a1 ret5_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1a1_mp_5,,,,,,,,,
m1a1 ret5_scope,weaponReticle,0,ch_reticle_optic_kill_m1a1_mp_5,,,,,,,,,
m1a1 ret6_lens,weaponReticle,0,ch_reticle_lens_kill_m1a1_mp_6,,,,,,,,,
m1a1 ret6_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1a1_mp_6,,,,,,,,,
m1a1 ret6_scope,weaponReticle,0,ch_reticle_optic_kill_m1a1_mp_6,,,,,,,,,
m1a1 ret7_lens,weaponReticle,0,ch_reticle_lens_headshot_m1a1_mp,,,,,,,,,
m1a1 ret7_reflex,weaponReticle,0,ch_reticle_nydar_headshot_m1a1_mp,,,,,,,,,
m1a1 ret7_scope,weaponReticle,0,ch_reticle_optic_headshot_m1a1_mp,,,,,,,,,
m1a1 ret8_lens,weaponReticle,0,ch_reticle_lens_longshot_m1a1_mp,,,,,,,,,
m1a1 ret8_reflex,weaponReticle,0,ch_reticle_nydar_longshot_m1a1_mp,,,,,,,,,
m1a1 ret8_scope,weaponReticle,0,ch_reticle_optic_longshot_m1a1_mp,,,,,,,,,
m1a1 ret9_lens,weaponReticle,0,ch_reticle_lens_doublekill_m1a1_mp,,,,,,,,,
m1a1 ret9_reflex,weaponReticle,0,ch_reticle_nydar_doublekill_m1a1_mp,,,,,,,,,
m1a1 ret9_scope,weaponReticle,0,ch_reticle_optic_doublekill_m1a1_mp,,,,,,,,,
m1a1 snow,weaponCamo,0,ch_camoT2_maindivision_m1a1_mp,,,,,,,,,
m1a1 zom_amp,loot,0,,,,,,,,,,
m1a1 zom_amp_02,weaponCamo,0,,,,,,,,,,
m1a1 zom_amp_03,loot,0,,,,,,,,,,
m1a1 zom_amp_04,weaponCamo,0,,,,,,,,,,
m1a1 zom_amp_05,weaponCamo,0,,,,,,,,,,
m1a1 zom_camo_01,weaponCamo,0,,,,,,,,,,
m1a1 zom_dlc2_rune_01,weaponCamo,0,,,,,,,,,,
m1a1 zom_fog_01,loot,0,,,,,,,,,,
m1a1 zom_frontline_01,weaponCamo,0,,,,,,,,,,
m1a1 zom_madmin_01,weaponCamo,0,,,,,,,,,,
m1a1 zom_preorder,loot,0,,,,,,,0x800092,,,
m1a1 zom_skin_01,loot,0,,,,,,,,,,
m1a1 zom_spat_01,weaponCamo,0,,,,,,,,,,
m1a1 zom_spat_02,weaponCamo,0,,,,,,,,,,
m1a1 zom_spat_03,weaponCamo,0,,,,,,,,,,
m1a1 zom_twitch,weaponCamo,0,,,,,,,,,,
m1a1_loot0_mp,loot,0,,,,,,,,,,
m1a1_loot1_mp,loot,0,,,,,,,,,,
m1a1_loot2_mp,loot,0,,,,,,,,,,
m1a1_loot3_mp,loot,0,,,,,,,,,,
m1a1_mp,weapon,30,,ch_cacToken_m1a1,ch_prPurchase_m1a1,,,,,,,
m1garand bronze,weaponCamo,0,ch_camoT2_doublekill_m1garand_mp,,,,,,,,,
m1garand brownspot,weaponCamo,0,ch_camo_m1garand_mp_2,,,,,,,,,
m1garand camo_pap_04,weaponCamo,0,,,,,,,,,,
m1garand chrome,weaponCamo,0,ch_camo_mastery,,,,,,,,,
m1garand chrome_tiger,weaponCamo,0,ch_camo_prestige_mastery,,,,,,,,,
m1garand copper,weaponCamo,0,ch_camoT2_killstreak5_m1garand_mp,,,,,,,,,
m1garand diamond,weaponCamo,0,ch_camo_mastery_ar,,,,,,,,,
m1garand gold,weaponCamo,0,ch_camo_mastery_m1garand_mp,,,,,,,,,
m1garand gold_cheetah,weaponCamo,0,ch_camoT4_triplekill_m1garand_mp,,,,,,,,,
m1garand gold_leopard,weaponCamo,0,ch_camoT3_doublekill_m1garand_mp,,,,,,,,,
m1garand greenspot,weaponCamo,0,ch_camo_m1garand_mp_1,,,,,,,,,
m1garand heeres,weaponCamo,0,ch_camo_m1garand_mp_3,,,,,,,,,
m1garand leibermuster,weaponCamo,0,ch_camo_m1garand_mp_4,,,,,,,,,
m1garand leopard,weaponCamo,0,ch_camoT2_altdivision_m1garand_mp,,,,,,,,,
m1garand m1916,weaponCamo,0,ch_camoT2_longshot_m1garand_mp,,,,,,,,,
m1garand oakleaf,weaponCamo,0,ch_camo_m1garand_mp_6,,,,,,,,,
m1garand palmtree,weaponCamo,0,ch_camo_m1garand_mp_7,,,,,,,,,
m1garand panzer,weaponCamo,0,ch_camo_m1garand_mp_9,,,,,,,,,
m1garand peapattern,weaponCamo,0,ch_camo_m1garand_mp_5,,,,,,,,,
m1garand planetree,weaponCamo,0,ch_camo_m1garand_mp_8,,,,,,,,,
m1garand ret1_lens,weaponReticle,0,ch_reticle_lens_kill_m1garand_mp_1,,,,,,,,,
m1garand ret1_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1garand_mp_1,,,,,,,,,
m1garand ret1_scope,weaponReticle,0,ch_reticle_optic_kill_m1garand_mp_1,,,,,,,,,
m1garand ret10_lens,weaponReticle,0,ch_reticle_lens_streaking_m1garand_mp,,,,,,,,,
m1garand ret10_reflex,weaponReticle,0,ch_reticle_nydar_streaking_m1garand_mp,,,,,,,,,
m1garand ret10_scope,weaponReticle,0,ch_reticle_optic_streaking_m1garand_mp,,,,,,,,,
m1garand ret2_lens,weaponReticle,0,ch_reticle_lens_kill_m1garand_mp_2,,,,,,,,,
m1garand ret2_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1garand_mp_2,,,,,,,,,
m1garand ret2_scope,weaponReticle,0,ch_reticle_optic_kill_m1garand_mp_2,,,,,,,,,
m1garand ret3_lens,weaponReticle,0,ch_reticle_lens_kill_m1garand_mp_3,,,,,,,,,
m1garand ret3_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1garand_mp_3,,,,,,,,,
m1garand ret3_scope,weaponReticle,0,ch_reticle_optic_kill_m1garand_mp_3,,,,,,,,,
m1garand ret4_lens,weaponReticle,0,ch_reticle_lens_kill_m1garand_mp_4,,,,,,,,,
m1garand ret4_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1garand_mp_4,,,,,,,,,
m1garand ret4_scope,weaponReticle,0,ch_reticle_optic_kill_m1garand_mp_4,,,,,,,,,
m1garand ret5_lens,weaponReticle,0,ch_reticle_lens_kill_m1garand_mp_5,,,,,,,,,
m1garand ret5_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1garand_mp_5,,,,,,,,,
m1garand ret5_scope,weaponReticle,0,ch_reticle_optic_kill_m1garand_mp_5,,,,,,,,,
m1garand ret6_lens,weaponReticle,0,ch_reticle_lens_kill_m1garand_mp_6,,,,,,,,,
m1garand ret6_reflex,weaponReticle,0,ch_reticle_nydar_kill_m1garand_mp_6,,,,,,,,,
m1garand ret6_scope,weaponReticle,0,ch_reticle_optic_kill_m1garand_mp_6,,,,,,,,,
m1garand ret7_lens,weaponReticle,0,ch_reticle_lens_headshot_m1garand_mp,,,,,,,,,
m1garand ret7_reflex,weaponReticle,0,ch_reticle_nydar_headshot_m1garand_mp,,,,,,,,,
m1garand ret7_scope,weaponReticle,0,ch_reticle_optic_headshot_m1garand_mp,,,,,,,,,
m1garand ret8_lens,weaponReticle,0,ch_reticle_lens_longshot_m1garand_mp,,,,,,,,,
m1garand ret8_reflex,weaponReticle,0,ch_reticle_nydar_longshot_m1garand_mp,,,,,,,,,
m1garand ret8_scope,weaponReticle,0,ch_reticle_optic_longshot_m1garand_mp,,,,,,,,,
m1garand ret9_lens,weaponReticle,0,ch_reticle_lens_doublekill_m1garand_mp,,,,,,,,,
m1garand ret9_reflex,weaponReticle,0,ch_reticle_nydar_doublekill_m1garand_mp,,,,,,,,,
m1garand ret9_scope,weaponReticle,0,ch_reticle_optic_doublekill_m1garand_mp,,,,,,,,,
m1garand snow,weaponCamo,0,ch_camoT2_maindivision_m1garand_mp,,,,,,,,,
m1garand zom_amp,loot,0,,,,,,,,,,
m1garand zom_amp_02,weaponCamo,0,,,,,,,,,,
m1garand zom_amp_03,loot,0,,,,,,,,,,
m1garand zom_amp_04,weaponCamo,0,,,,,,,,,,
m1garand zom_amp_05,weaponCamo,0,,,,,,,,,,
m1garand zom_camo_01,weaponCamo,0,,,,,,,,,,
m1garand zom_dlc2_rune_01,weaponCamo,0,,,,,,,,,,
m1garand zom_fog_01,loot,0,,,,,,,,,,
m1garand zom_frontline_01,weaponCamo,0,,,,,,,,,,
m1garand zom_madmin_01,weaponCamo,0,,,,,,,,,,
m1garand zom_preorder,loot,0,,,,,,,0x800092,,,
m1garand zom_skin_01,loot,0,,,,,,,,,,
m1garand zom_spat_01,weaponCamo,0,,,,,,,,,,
m1garand zom_spat_02,weaponCamo,0,,,,,,,,,,
m1garand zom_spat_03,weaponCamo,0,,,,,,,,,,
m1garand zom_twitch,weaponCamo,0,,,,,,,,,,
m1garand_loot0_mp,loot,0,,,,,,,,,,
m1garand_loot1_mp,loot,0,,,,,,,,,,
m1garand_loot2_mp,loot,0,,,,,,,,,,
m1garand_loot3_mp,loot,0,,,,,,,,,,
m1garand_mp,weapon,0,,ch_cacToken_m1garand,ch_prPurchase_m1garand,,,,,,,
m2carbine bronze,weaponCamo,0,ch_camoT2_doublekill_m2carbine_mp,,,,,,,,,
m2carbine brownspot,weaponCamo,0,ch_camo_m2carbine_mp_2,,,,,,,,,
m2carbine camo_pap_04,weaponCamo,0,,,,,,,,,,
m2carbine chrome,weaponCamo,0,ch_camo_mastery,,,,,,,,,
m2carbine chrome_tiger,weaponCamo,0,ch_camo_prestige_mastery,,,,,,,,,
m2carbine copper,weaponCamo,0,ch_camoT2_killstreak5_m2carbine_mp,,,,,,,,,
m2carbine diamond,weaponCamo,0,ch_camo_mastery_ar,,,,,,,,,
m2carbine gold,weaponCamo,0,ch_camo_mastery_m2carbine_mp,,,,,,,,,
m2carbine gold_cheetah,weaponCamo,0,ch_camoT4_triplekill_m2carbine_mp,,,,,,,,,
m2carbine gold_leopard,weaponCamo,0,ch_camoT3_doublekill_m2carbine_mp,,,,,,,,,
m2carbine greenspot,weaponCamo,0,ch_camo_m2carbine_mp_1,,,,,,,,,
m2carbine heeres,weaponCamo,0,ch_camo_m2carbine_mp_3,,,,,,,,,
m2carbine leibermuster,weaponCamo,0,ch_camo_m2carbine_mp_4,,,,,,,,,
m2carbine leopard,weaponCamo,0,ch_camoT2_altdivision_m2carbine_mp,,,,,,,,,
m2carbine m1916,weaponCamo,0,ch_camoT2_longshot_m2carbine_mp,,,,,,,,,
m2carbine oakleaf,weaponCamo,0,ch_camo_m2carbine_mp_6,,,,,,,,,
m2carbine palmtree,weaponCamo,0,ch_camo_m2carbine_mp_7,,,,,,,,,
m2carbine panzer,weaponCamo,0,ch_camo_m2carbine_mp_9,,,,,,,,,
m2carbine peapattern,weaponCamo,0,ch_camo_m2carbine_mp_5,,,,,,,,,
m2carbine planetree,weaponCamo,0,ch_camo_m2carbine_mp_8,,,,,,,,,
m2carbine ret1_lens,weaponReticle,0,ch_reticle_lens_kill_m2carbine_mp_1,,,,,,,,,
m2carbine ret1_reflex,weaponReticle,0,ch_reticle_nydar_kill_m2carbine_mp_1,,,,,,,,,
m2carbine ret1_scope,weaponReticle,0,ch_reticle_optic_kill_m2carbine_mp_1,,,,,,,,,
m2carbine ret10_lens,weaponReticle,0,ch_reticle_lens_streaking_m2carbine_mp,,,,,,,,,
m2carbine ret10_reflex,weaponReticle,0,ch_reticle_nydar_streaking_m2carbine_mp,,,,,,,,,
m2carbine ret10_scope,weaponReticle,0,ch_reticle_optic_streaking_m2carbine_mp,,,,,,,,,
m2carbine ret2_lens,weaponReticle,0,ch_reticle_lens_kill_m2carbine_mp_2,,,,,,,,,
m2carbine ret2_reflex,weaponReticle,0,ch_reticle_nydar_kill_m2carbine_mp_2,,,,,,,,,
m2carbine ret2_scope,weaponReticle,0,ch_reticle_optic_kill_m2carbine_mp_2,,,,,,,,,
m2carbine ret3_lens,weaponReticle,0,ch_reticle_lens_kill_m2carbine_mp_3,,,,,,,,,
m2carbine ret3_reflex,weaponReticle,0,ch_reticle_nydar_kill_m2carbine_mp_3,,,,,,,,,
m2carbine ret3_scope,weaponReticle,0,ch_reticle_optic_kill_m2carbine_mp_3,,,,,,,,,
m2carbine ret4_lens,weaponReticle,0,ch_reticle_lens_kill_m2carbine_mp_4,,,,,,,,,
m2carbine ret4_reflex,weaponReticle,0,ch_reticle_nydar_kill_m2carbine_mp_4,,,,,,,,,
m2carbine ret4_scope,weaponReticle,0,ch_reticle_optic_kill_m2carbine_mp_4,,,,,,,,,
m2carbine ret5_lens,weaponReticle,0,ch_reticle_lens_kill_m2carbine_mp_5,,,,,,,,,
m2carbine ret5_reflex,weaponReticle,0,ch_reticle_nydar_kill_m2carbine_mp_5,,,,,,,,,
m2carbine ret5_scope,weaponReticle,0,ch_reticle_optic_kill_m2carbine_mp_5,,,,,,,,,
m2carbine ret6_lens,weaponReticle,0,ch_reticle_lens_kill_m2carbine_mp_6,,,,,,,,,
m2carbine ret6_reflex,weaponReticle,0,ch_reticle_nydar_kill_m2carbine_mp_6,,,,,,,,,
m2carbine ret6_scope,weaponReticle,0,ch_reticle_optic_kill_m2carbine_mp_6,,,,,,,,,
m2carbine ret7_lens,weaponReticle,0,ch_reticle_lens_headshot_m2carbine_mp,,,,,,,,,
m2carbine ret7_reflex,weaponReticle,0,ch_reticle_nydar_headshot_m2carbine_mp,,,,,,,,,
m2carbine ret7_scope,weaponReticle,0,ch_reticle_optic_headshot_m2carbine_mp,,,,,,,,,
m2carbine ret8_lens,weaponReticle,0,ch_reticle_lens_longshot_m2carbine_mp,,,,,,,,,
m2carbine ret8_reflex,weaponReticle,0,ch_reticle_nydar_longshot_m2carbine_mp,,,,,,,,,
m2carbine ret8_scope,weaponReticle,0,ch_reticle_optic_longshot_m2carbine_mp,,,,,,,,,
m2carbine ret9_lens,weaponReticle,0,ch_reticle_lens_doublekill_m2carbine_mp,,,,,,,,,
m2carbine ret9_reflex,weaponReticle,0,ch_reticle_nydar_doublekill_m2carbine_mp,,,,,,,,,
m2carbine ret9_scope,weaponReticle,0,ch_reticle_optic_doublekill_m2carbine_mp,,,,,,,,,
m2carbine snow,weaponCamo,0,ch_camoT2_maindivision_m2carbine_mp,,,,,,,,,
m2carbine zom_amp,loot,0,,,,,,,,,,
m2carbine zom_amp_02,weaponCamo,0,,,,,,,,,,
m2carbine zom_amp_03,loot,0,,,,,,,,,,
m2carbine zom_amp_04,weaponCamo,0,,,,,,,,,,
m2carbine zom_amp_05,weaponCamo,0,,,,,,,,,,
m2carbine zom_camo_01,weaponCamo,0,,,,,,,,,,
m2carbine zom_dlc2_rune_01,weaponCamo,0,,,,,,,,,,
m2carbine zom_fog_01,loot,0,,,,,,,,,,
m2carbine zom_frontline_01,weaponCamo,0,,,,,,,,,,
m2carbine zom_madmin_01,weaponCamo,0,,,,,,,,,,
m2carbine zom_preorder,weaponCamo,0,,,,,,,0x800092,,,
m2carbine zom_skin_01,weaponCamo,0,,,,,,,,,,
m2carbine zom_spat_01,weaponCamo,0,,,,,,,,,,
m2carbine zom_spat_02,weaponCamo,0,,,,,,,,,,
m2carbine zom_spat_03,weaponCamo,0,,,,,,,,,,
m2carbine zom_twitch,weaponCamo,0,,,,,,,,,,
m2carbine_loot0_mp,loot,0,,,,,,,,,,
m2carbine_loot1_mp,loot,0,,,,,,,,,,
m2carbine_loot2_mp,loot,0,,,,,,,,,,
m2carbine_loot3_mp,loot,0,,,,,,,,,,
m2carbine_mp,weapon,0,,,,,,,,,,
m2hyde bronze,weaponCamo,0,ch_camoT2_doublekill_m2hyde_mp,,,,,,,,,
m2hyde brownspot,weaponCamo,0,ch_camo_m2hyde_mp_2,,,,,,,,,
m2hyde camo_pap_04,weaponCamo,0,,,,,,,,,,
m2hyde chrome,weaponCamo,0,ch_camo_mastery,,,,,,,,,
m2hyde chrome_tiger,weaponCamo,0,ch_camo_prestige_mastery,,,,,,,,,
m2hyde copper,weaponCamo,0,ch_camoT2_killstreak5_m2hyde_mp,,,,,,,,,
m2hyde diamond,weaponCamo,0,ch_camo_mastery_smg,,,,,,,,,
m2hyde gold,weaponCamo,0,ch_camo_mastery_m2hyde_mp,,,,,,,,,
m2hyde gold_cheetah,weaponCamo,0,ch_camoT4_triplekill_m2hyde_mp,,,,,,,,,
m2hyde gold_leopard,weaponCamo,0,ch_camoT3_doublekill_m2hyde_mp,,,,,,,,,
m2hyde greenspot,weaponCamo,0,ch_camo_m2hyde_mp_1,,,,,,,,,
m2hyde heeres,weaponCamo,0,ch_camo_m2hyde_mp_3,,,,,,,,,
m2hyde leibermuster,weaponCamo,0,ch_camo_m2hyde_mp_4,,,,,,,,,
m2hyde leopard,weaponCamo,0,ch_camoT2_altdivision_m2hyde_mp,,,,,,,,,
m2hyde m1916,weaponCamo,0,ch_camoT2_revenge_m2hyde_mp,,,,,,,,,
m2hyde oakleaf,weaponCamo,0,ch_camo_m2hyde_mp_6,,,,,,,,,
m2hyde palmtree,weaponCamo,0,ch_camo_m2hyde_mp_7,,,,,,,,,
m2hyde panzer,weaponCamo,0,ch_camo_m2hyde_mp_9,,,,,,,,,
m2hyde peapattern,weaponCamo,0,ch_camo_m2hyde_mp_5,,,,,,,,,
m2hyde planetree,weaponCamo,0,ch_camo_m2hyde_mp_8,,,,,,,,,
m2hyde snow,weaponCamo,0,ch_camoT2_maindivision_m2hyde_mp,,,,,,,,,
m2hyde zom_amp,weaponCamo,0,,,,,,,,,,
m2hyde zom_amp_02,weaponCamo,0,,,,,,,,,,
m2hyde zom_amp_03,weaponCamo,0,,,,,,,,,,
m2hyde zom_amp_04,weaponCamo,0,,,,,,,,,,
m2hyde zom_amp_05,weaponCamo,0,,,,,,,,,,
m2hyde zom_camo_01,weaponCamo,0,,,,,,,,,,
m2hyde zom_dlc2_rune_01,weaponCamo,0,,,,,,,,,,
m2hyde zom_fog_01,weaponCamo,0,,,,,,,,,,
m2hyde zom_frontline_01,weaponCamo,0,,,,,,,,,,
m2hyde zom_madmin_01,weaponCamo,0,,,,,,,,,,
m2hyde zom_preorder,weaponCamo,0,,,,,,,0x800092,,,
m2hyde zom_skin_01,weaponCamo,0,,,,,,,,,,
m2hyde zom_spat_01,weaponCamo,0,,,,,,,,,,
m2hyde zom_spat_02,weaponCamo,0,,,,,,,,,,
m2hyde zom_spat_03,weaponCamo,0,,,,,,,,,,
m2hyde zom_twitch,weaponCamo,0,,,,,,,,,,
m2hyde_loot0_mp,loot,0,,,,,,,,,,
m2hyde_loot1_mp,loot,0,,,,,,,,,,
m2hyde_loot2_mp,loot,0,,,,,,,,,,
m2hyde_loot3_mp,loot,0,,,,,,,,,,
m2hyde_mp,weapon,0,,,,,,,,,,
m30 bronze,weaponCamo,0,ch_camoT2_doublekill_m30_mp,,,,,,,,,
m30 brownspot,weaponCamo,0,ch_camo_m30_mp_2,,,,,,,,,
m30 camo_pap_04,weaponCamo,0,,,,,,,,,,
m30 chrome,weaponCamo,0,ch_camo_mastery,,,,,,,,,
m30 chrome_tiger,weaponCamo,0,ch_camo_prestige_mastery,,,,,,,,,
m30 copper,weaponCamo,0,ch_camoT2_killstreak5_m30_mp,,,,,,,,,
m30 diamond,weaponCamo,0,ch_camo_mastery_shotgun,,,,,,,,,
m30 gold,weaponCamo,0,ch_camo_mastery_m30_mp,,,,,,,,,
